id_venta,fecha,finca,producto,cantidad,unidad,precio_unitario_cop,comprador,medio_pago
V-07608,2025-05-06,La Pradera,leche,123,litro,1813,Restaurante,transferencia
V-07609,2025-02-25,San Miguel,maiz,589,kg,1566,Colegio,efectivo
V-07610,2025-02-19,El Progreso,sorgo,237,kg,2150,Mercado municipal,credito_local
V-07611,2025-07-04,La Pradera,abono_organico,44,bulto,12859,Colegio,transferencia
V-07612,2025-01-13,Santa Lucia,abono_organico,29,bulto,17681,Familia local,credito_local
V-07613,2025-06-22,El Progreso,maiz,109,kg,1975,Restaurante,efectivo
V-07614,2025-10-21,Los Guaduales,maiz,311,kg,1683,Tienda veredal,transferencia
V-07615,2025-05-20,Los Guaduales,leche,184,litro,2026,Restaurante,transferencia
V-07616,2025-06-26,La Esperanza,sorgo,223,kg,2303,Familia local,credito_local
V-07617,2025-10-18,El Roble,maiz,469,kg,911,Colegio,efectivo
V-07618,2025-11-03,Santa Lucia,leche,32,litro,1959,Tienda veredal,transferencia
V-07619,2025-09-03,Buenos Aires,abono_organico,10,bulto,12423,Cooperativa,credito_local
V-07620,2025-07-17,La Pradera,sorgo,57,kg,2712,Colegio,credito_local
V-07621,2025-05-16,El Roble,leche,6,litro,2270,Colegio,transferencia
V-07622,2025-08-25,La Pradera,sorgo,416,kg,1838,Tienda veredal,credito_local
V-07623,2025-10-28,La Pradera,leche,109,litro,1905,Familia local,efectivo
V-07624,2025-11-14,Los Guaduales,queso,45,kg,13291,Tienda veredal,credito_local
V-07625,2025-08-02,El Progreso,queso,14,kg,12325,Familia local,credito_local
V-07626,2025-01-06,Los Guaduales,maiz,199,kg,1645,Restaurante,credito_local
V-07627,2025-12-20,Buenos Aires,leche,211,litro,1721,Colegio,efectivo
V-07628,2025-07-25,Los Guaduales,abono_organico,13,bulto,15050,Cooperativa,transferencia
V-07629,2025-04-14,San Miguel,abono_organico,17,bulto,10324,Restaurante,credito_local
V-07630,2025-07-11,Los Guaduales,leche,112,litro,2296,Colegio,credito_local
V-07631,2025-07-23,Los Guaduales,queso,42,kg,9933,Colegio,efectivo
V-07632,2025-04-08,Los Guaduales,yuca,234,kg,2236,Familia local,transferencia
V-07633,2025-12-12,El Progreso,leche,8,litro,2195,Cooperativa,efectivo
V-07634,2025-07-06,La Pradera,yuca,35,kg,2596,Mercado municipal,credito_local
V-07635,2025-05-27,El Roble,yuca,136,kg,1166,Cooperativa,credito_local
V-07636,2025-11-08,Santa Lucia,abono_organico,2,bulto,15417,Mercado municipal,transferencia
V-07637,2025-06-10,La Esperanza,queso,23,kg,10315,Colegio,transferencia
V-07638,2025-10-26,La Pradera,yuca,369,kg,2111,Colegio,efectivo
V-07639,2025-01-31,El Roble,sorgo,558,kg,1656,Cooperativa,credito_local
V-07640,2025-12-26,El Progreso,maiz,378,kg,1656,Familia local,efectivo
V-07641,2025-11-21,La Esperanza,maiz,353,kg,1116,Tienda veredal,transferencia
V-07642,2025-05-29,El Progreso,leche,82,litro,1532,Familia local,efectivo
V-07643,2025-08-19,La Pradera,abono_organico,14,bulto,11712,Restaurante,efectivo
V-07644,2025-07-09,La Pradera,yuca,394,kg,2195,Tienda veredal,credito_local
V-07645,2025-11-23,San Miguel,abono_organico,27,bulto,9169,Restaurante,transferencia
V-07646,2025-10-31,Los Guaduales,maiz,12,kg,1484,Mercado municipal,efectivo
V-07647,2025-03-12,San Miguel,queso,25,kg,9216,Familia local,transferencia
V-07648,2025-05-19,La Esperanza,maiz,105,kg,2323,Colegio,efectivo
V-07649,2025-11-08,El Roble,sorgo,222,kg,1529,Mercado municipal,transferencia
V-07650,2025-07-17,La Esperanza,abono_organico,24,bulto,14016,Tienda veredal,efectivo
V-07651,2025-03-04,Los Guaduales,yuca,525,kg,2453,Mercado municipal,transferencia
V-07652,2025-06-26,Buenos Aires,queso,56,kg,10465,Tienda veredal,transferencia
V-07653,2025-05-06,Santa Lucia,queso,11,kg,12903,Cooperativa,efectivo
V-07654,2025-01-12,El Roble,yuca,36,kg,2234,Cooperativa,transferencia
V-07655,2025-11-12,La Esperanza,leche,105,litro,1546,Restaurante,credito_local
V-07656,2025-03-02,La Esperanza,yuca,45,kg,2275,Restaurante,efectivo
V-07657,2025-01-25,San Miguel,maiz,560,kg,1122,Restaurante,credito_local
V-07658,2025-10-09,El Roble,maiz,20,kg,922,Familia local,transferencia
V-07659,2025-04-13,Los Guaduales,sorgo,317,kg,1367,Familia local,credito_local
V-07660,2025-05-21,La Pradera,queso,12,kg,14513,Familia local,credito_local
V-07661,2025-07-20,La Pradera,queso,3,kg,10438,Restaurante,credito_local
V-07662,2025-03-03,La Pradera,maiz,377,kg,1353,Mercado municipal,efectivo
V-07663,2025-08-30,Buenos Aires,leche,206,litro,2004,Tienda veredal,transferencia
V-07664,2025-02-28,San Miguel,maiz,90,kg,2310,Restaurante,transferencia
V-07665,2025-10-24,Buenos Aires,yuca,131,kg,1483,Restaurante,credito_local
V-07666,2025-04-24,El Progreso,maiz,146,kg,1473,Familia local,transferencia
V-07667,2025-01-14,San Miguel,leche,182,litro,1580,Colegio,credito_local
V-07668,2025-09-22,La Esperanza,sorgo,455,kg,2664,Colegio,efectivo
V-07669,2025-11-09,El Roble,abono_organico,17,bulto,7679,Restaurante,credito_local
V-07670,2025-07-03,La Esperanza,maiz,301,kg,1263,Restaurante,efectivo
V-07671,2025-04-11,Los Guaduales,leche,141,litro,1940,Colegio,credito_local
V-07672,2025-03-02,San Miguel,yuca,555,kg,1173,Mercado municipal,efectivo
V-07673,2025-08-14,La Pradera,sorgo,580,kg,2076,Restaurante,efectivo
V-07674,2025-02-24,El Roble,sorgo,360,kg,2734,Cooperativa,efectivo
V-07675,2025-07-18,Los Guaduales,abono_organico,11,bulto,15778,Mercado municipal,efectivo
V-07676,2025-05-21,El Progreso,queso,41,kg,12826,Mercado municipal,transferencia
V-07677,2025-04-10,Los Guaduales,queso,40,kg,12303,Cooperativa,efectivo
V-07678,2025-02-03,El Progreso,maiz,546,kg,1253,Familia local,credito_local
V-07679,2025-05-22,La Pradera,yuca,152,kg,1529,Restaurante,efectivo
V-07680,2025-10-11,Santa Lucia,maiz,205,kg,1591,Restaurante,efectivo
V-07681,2025-12-04,El Progreso,yuca,243,kg,2157,Mercado municipal,credito_local
V-07682,2025-12-02,El Roble,yuca,489,kg,1535,Restaurante,efectivo
V-07683,2025-11-10,La Esperanza,queso,26,kg,13191,Tienda veredal,credito_local
V-07684,2025-10-02,La Esperanza,leche,85,litro,2209,Mercado municipal,transferencia
V-07685,2025-01-09,Santa Lucia,leche,189,litro,1721,Familia local,credito_local
V-07686,2025-10-26,La Esperanza,maiz,366,kg,985,Tienda veredal,transferencia
V-07687,2025-11-28,San Miguel,queso,6,kg,11681,Colegio,credito_local
V-07688,2025-04-28,Buenos Aires,sorgo,401,kg,1893,Colegio,transferencia
V-07689,2025-05-28,El Progreso,yuca,172,kg,2160,Mercado municipal,credito_local
V-07690,2025-11-09,Los Guaduales,maiz,383,kg,2121,Tienda veredal,efectivo
V-07691,2025-02-08,El Roble,sorgo,214,kg,2185,Familia local,transferencia
V-07692,2025-06-19,El Progreso,maiz,424,kg,1140,Cooperativa,credito_local
V-07693,2025-11-11,El Progreso,queso,7,kg,11211,Restaurante,credito_local
V-07694,2025-07-27,La Esperanza,abono_organico,43,bulto,8365,Cooperativa,transferencia
V-07695,2025-11-02,La Esperanza,leche,187,litro,1892,Colegio,transferencia
V-07696,2025-06-30,Los Guaduales,yuca,618,kg,1827,Tienda veredal,transferencia
V-07697,2025-05-21,El Progreso,leche,200,litro,2239,Cooperativa,credito_local
V-07698,2025-04-02,La Pradera,queso,27,kg,14188,Tienda veredal,efectivo
V-07699,2025-01-05,Santa Lucia,leche,52,litro,1877,Restaurante,transferencia
V-07700,2025-06-19,Santa Lucia,abono_organico,27,bulto,12558,Restaurante,credito_local
V-07701,2025-01-27,El Roble,maiz,406,kg,1378,Familia local,transferencia
V-07702,2025-10-21,El Roble,abono_organico,5,bulto,17629,Cooperativa,transferencia
V-07703,2025-05-07,El Progreso,yuca,564,kg,1713,Tienda veredal,credito_local
V-07704,2025-03-04,Buenos Aires,abono_organico,33,bulto,13719,Restaurante,credito_local
V-07705,2025-08-19,San Miguel,yuca,321,kg,2383,Familia local,transferencia
V-07706,2025-03-05,El Progreso,leche,61,litro,1827,Colegio,efectivo
V-07707,2025-01-04,Santa Lucia,sorgo,264,kg,2027,Cooperativa,transferencia
V-07708,2025-01-27,El Progreso,leche,86,litro,1686,Familia local,efectivo
V-07709,2025-01-17,Los Guaduales,yuca,611,kg,1126,Restaurante,efectivo
V-07710,2025-06-10,El Progreso,leche,34,litro,1506,Colegio,transferencia
V-07711,2025-11-17,El Roble,abono_organico,25,bulto,10771,Tienda veredal,transferencia
V-07712,2025-08-19,Santa Lucia,maiz,348,kg,1529,Colegio,transferencia
V-07713,2025-12-22,La Pradera,yuca,611,kg,1472,Tienda veredal,transferencia
V-07714,2025-06-20,Buenos Aires,sorgo,618,kg,954,Familia local,transferencia
V-07715,2025-01-20,La Pradera,yuca,199,kg,1608,Familia local,credito_local
V-07716,2025-01-06,Los Guaduales,leche,179,litro,1724,Familia local,transferencia
V-07717,2025-10-07,San Miguel,abono_organico,35,bulto,15646,Cooperativa,transferencia
V-07718,2025-04-19,La Esperanza,abono_organico,2,bulto,12209,Mercado municipal,efectivo
V-07719,2025-11-06,Buenos Aires,queso,52,kg,14501,Cooperativa,transferencia
V-07720,2025-12-22,La Esperanza,leche,168,litro,1573,Familia local,credito_local
V-07721,2025-05-15,La Pradera,leche,28,litro,1957,Tienda veredal,transferencia
V-07722,2025-01-15,Buenos Aires,abono_organico,20,bulto,12998,Mercado municipal,transferencia
V-07723,2025-11-18,Los Guaduales,yuca,183,kg,1482,Tienda veredal,credito_local
V-07724,2025-07-24,Buenos Aires,abono_organico,29,bulto,13690,Restaurante,credito_local
V-07725,2025-10-19,El Roble,abono_organico,5,bulto,16317,Restaurante,efectivo
V-07726,2025-09-20,La Esperanza,abono_organico,45,bulto,11057,Familia local,credito_local
V-07727,2025-10-04,San Miguel,queso,3,kg,14409,Tienda veredal,transferencia
V-07728,2025-06-08,La Pradera,abono_organico,36,bulto,8327,Cooperativa,efectivo
V-07729,2025-12-26,Los Guaduales,maiz,275,kg,1899,Tienda veredal,credito_local
V-07730,2025-03-15,La Pradera,abono_organico,11,bulto,11073,Mercado municipal,credito_local
V-07731,2025-10-15,Santa Lucia,maiz,103,kg,1869,Cooperativa,transferencia
V-07732,2025-03-27,Los Guaduales,sorgo,213,kg,1259,Mercado municipal,transferencia
V-07733,2025-09-05,Los Guaduales,maiz,542,kg,930,Tienda veredal,transferencia
V-07734,2025-03-11,El Roble,queso,20,kg,11896,Colegio,transferencia
V-07735,2025-10-30,Buenos Aires,yuca,65,kg,1158,Colegio,efectivo
V-07736,2025-06-24,El Progreso,leche,159,litro,2195,Cooperativa,transferencia
V-07737,2025-07-31,Los Guaduales,maiz,569,kg,1996,Mercado municipal,efectivo
V-07738,2025-06-07,Buenos Aires,abono_organico,11,bulto,17292,Familia local,credito_local
V-07739,2025-09-12,Santa Lucia,leche,125,litro,1755,Restaurante,transferencia
V-07740,2025-12-05,El Roble,maiz,627,kg,2168,Tienda veredal,credito_local
V-07741,2025-02-21,La Pradera,abono_organico,39,bulto,16590,Restaurante,transferencia
V-07742,2025-06-02,San Miguel,abono_organico,3,bulto,12225,Mercado municipal,credito_local
V-07743,2025-02-21,Buenos Aires,abono_organico,38,bulto,9288,Tienda veredal,transferencia
V-07744,2025-11-30,El Roble,leche,142,litro,1830,Colegio,transferencia
V-07745,2025-10-05,El Roble,abono_organico,8,bulto,11497,Cooperativa,credito_local
V-07746,2025-12-13,Buenos Aires,queso,26,kg,11790,Familia local,transferencia
V-07747,2025-09-21,Los Guaduales,leche,199,litro,2211,Cooperativa,transferencia
V-07748,2025-01-03,La Esperanza,yuca,294,kg,1407,Mercado municipal,efectivo
V-07749,2025-09-30,Los Guaduales,leche,108,litro,2018,Cooperativa,credito_local
V-07750,2025-06-24,Buenos Aires,maiz,608,kg,1322,Familia local,efectivo
V-07751,2025-06-23,Buenos Aires,maiz,83,kg,1130,Familia local,transferencia
V-07752,2025-11-06,El Progreso,yuca,288,kg,2146,Tienda veredal,credito_local
V-07753,2025-03-11,La Esperanza,abono_organico,32,bulto,17353,Familia local,transferencia
V-07754,2025-06-30,Buenos Aires,maiz,445,kg,2506,Restaurante,efectivo
V-07755,2025-03-19,Santa Lucia,abono_organico,45,bulto,17367,Colegio,transferencia
V-07756,2025-03-20,La Pradera,maiz,334,kg,1741,Familia local,transferencia
V-07757,2025-03-03,Buenos Aires,leche,55,litro,1511,Cooperativa,credito_local
V-07758,2025-08-17,La Esperanza,abono_organico,41,bulto,17113,Cooperativa,transferencia
V-07759,2025-10-17,La Pradera,maiz,453,kg,1765,Restaurante,credito_local
V-07760,2025-04-01,San Miguel,abono_organico,14,bulto,13583,Restaurante,transferencia
V-07761,2025-08-28,Buenos Aires,sorgo,207,kg,1114,Tienda veredal,efectivo
V-07762,2025-03-17,El Progreso,yuca,646,kg,1745,Tienda veredal,transferencia
V-07763,2025-01-27,La Esperanza,leche,29,litro,2267,Cooperativa,transferencia
V-07764,2025-10-13,Santa Lucia,sorgo,382,kg,1677,Tienda veredal,efectivo
V-07765,2025-02-04,La Pradera,leche,91,litro,1902,Cooperativa,transferencia
V-07766,2025-04-20,El Roble,maiz,389,kg,1416,Colegio,credito_local
V-07767,2025-12-18,La Pradera,sorgo,394,kg,1377,Mercado municipal,credito_local
V-07768,2025-10-19,La Esperanza,yuca,354,kg,971,Tienda veredal,transferencia
V-07769,2025-09-27,Los Guaduales,maiz,235,kg,2329,Restaurante,credito_local
V-07770,2025-06-29,La Pradera,queso,53,kg,10171,Colegio,transferencia
V-07771,2025-02-04,El Roble,abono_organico,37,bulto,9164,Restaurante,transferencia
V-07772,2025-06-12,La Pradera,maiz,139,kg,1159,Familia local,transferencia
V-07773,2025-08-21,La Esperanza,sorgo,125,kg,2208,Colegio,credito_local
V-07774,2025-08-18,El Progreso,queso,59,kg,13066,Familia local,efectivo
V-07775,2025-10-12,El Roble,abono_organico,29,bulto,15231,Familia local,transferencia
V-07776,2025-11-14,San Miguel,yuca,553,kg,1553,Mercado municipal,transferencia
V-07777,2025-01-21,Buenos Aires,maiz,521,kg,1833,Familia local,efectivo
V-07778,2025-10-23,El Roble,leche,211,litro,1609,Familia local,credito_local
V-07779,2025-11-28,El Roble,abono_organico,8,bulto,10370,Familia local,transferencia
V-07780,2025-07-07,El Roble,maiz,79,kg,1994,Cooperativa,efectivo
V-07781,2025-01-11,Los Guaduales,leche,151,litro,1993,Cooperativa,efectivo
V-07782,2025-05-27,Los Guaduales,maiz,78,kg,1561,Tienda veredal,credito_local
V-07783,2025-10-13,San Miguel,yuca,213,kg,1004,Mercado municipal,transferencia
V-07784,2025-04-14,La Esperanza,sorgo,603,kg,2487,Familia local,transferencia
V-07785,2025-11-22,El Progreso,maiz,336,kg,2543,Familia local,efectivo
V-07786,2025-09-20,Santa Lucia,leche,16,litro,2125,Restaurante,credito_local
V-07787,2025-05-26,San Miguel,sorgo,225,kg,1895,Mercado municipal,credito_local
V-07788,2025-04-05,El Roble,abono_organico,20,bulto,12947,Restaurante,efectivo
V-07789,2025-11-09,La Esperanza,maiz,539,kg,2003,Familia local,efectivo
V-07790,2025-08-11,El Roble,maiz,75,kg,1632,Colegio,credito_local
V-07791,2025-01-07,La Pradera,maiz,41,kg,1479,Restaurante,transferencia
V-07792,2025-12-11,El Roble,yuca,472,kg,1174,Mercado municipal,transferencia
V-07793,2025-07-24,La Pradera,queso,22,kg,12115,Mercado municipal,credito_local
V-07794,2025-07-30,Los Guaduales,yuca,378,kg,2175,Mercado municipal,efectivo
V-07795,2025-04-07,Los Guaduales,abono_organico,12,bulto,14351,Cooperativa,efectivo
V-07796,2025-02-10,La Esperanza,abono_organico,7,bulto,7345,Restaurante,credito_local
V-07797,2025-04-26,El Roble,leche,132,litro,2016,Colegio,transferencia
V-07798,2025-04-22,La Esperanza,queso,38,kg,11072,Colegio,credito_local
V-07799,2025-07-04,El Roble,queso,46,kg,13972,Restaurante,transferencia
V-07800,2025-07-09,Buenos Aires,abono_organico,26,bulto,14714,Familia local,efectivo
V-07801,2025-08-17,Santa Lucia,leche,187,litro,1959,Cooperativa,transferencia
V-07802,2025-11-24,La Pradera,leche,209,litro,2003,Tienda veredal,efectivo
V-07803,2025-02-15,El Roble,sorgo,625,kg,2498,Cooperativa,transferencia
V-07804,2025-10-28,La Pradera,abono_organico,44,bulto,12670,Restaurante,transferencia
V-07805,2025-07-30,El Roble,maiz,21,kg,2445,Restaurante,credito_local
V-07806,2025-10-31,El Progreso,yuca,15,kg,2093,Mercado municipal,efectivo
V-07807,2025-08-24,Los Guaduales,maiz,452,kg,1731,Familia local,transferencia
V-07808,2025-08-03,Buenos Aires,yuca,540,kg,2649,Colegio,transferencia
V-07809,2025-03-25,La Esperanza,leche,71,litro,1965,Mercado municipal,credito_local
V-07810,2025-04-20,El Roble,maiz,313,kg,960,Mercado municipal,credito_local
V-07811,2025-09-12,Los Guaduales,abono_organico,6,bulto,8845,Cooperativa,credito_local
V-07812,2025-06-03,Santa Lucia,abono_organico,33,bulto,12893,Mercado municipal,efectivo
V-07813,2025-08-18,Buenos Aires,yuca,312,kg,935,Tienda veredal,transferencia
V-07814,2025-03-10,La Esperanza,abono_organico,22,bulto,17443,Colegio,transferencia
V-07815,2025-07-17,Los Guaduales,maiz,342,kg,2684,Mercado municipal,transferencia
V-07816,2025-10-28,La Pradera,yuca,352,kg,994,Cooperativa,credito_local
V-07817,2025-03-22,Santa Lucia,sorgo,302,kg,1957,Familia local,credito_local
V-07818,2025-04-23,El Roble,sorgo,146,kg,2626,Familia local,efectivo
V-07819,2025-05-17,El Roble,queso,11,kg,13323,Tienda veredal,efectivo
V-07820,2025-01-25,Buenos Aires,maiz,165,kg,1277,Familia local,efectivo
V-07821,2025-01-11,San Miguel,queso,7,kg,,Cooperativa,credito_local
V-07822,2025-08-28,Santa Lucia,maiz,40,kg,2446,Cooperativa,efectivo
V-07823,2025-05-13,Buenos Aires,abono_organico,11,bulto,10809,Familia local,efectivo
V-07824,2025-11-17,El Roble,leche,189,litro,1897,Familia local,efectivo
V-07825,2025-02-12,La Pradera,abono_organico,22,bulto,17107,Colegio,transferencia
V-07826,2025-06-09,Santa Lucia,leche,56,litro,2294,Tienda veredal,credito_local
V-07827,2025-03-29,San Miguel,maiz,387,kg,1127,Mercado municipal,efectivo
V-07828,2025-01-12,La Pradera,queso,1,kg,9484,Tienda veredal,transferencia
V-07829,2025-08-02,La Pradera,queso,38,kg,14128,Tienda veredal,transferencia
V-07830,2025-05-25,El Progreso,queso,56,kg,10908,Cooperativa,efectivo
V-07831,2025-03-04,El Progreso,sorgo,432,kg,1038,Tienda veredal,transferencia
V-07832,2025-10-05,La Esperanza,queso,16,kg,9835,Mercado municipal,credito_local
V-07833,2025-03-18,Buenos Aires,maiz,54,kg,1740,Familia local,transferencia
V-07834,2025-12-09,Buenos Aires,abono_organico,37,bulto,7973,Colegio,credito_local
V-07835,2025-01-18,San Miguel,leche,41,litro,1592,Tienda veredal,transferencia
V-07836,2025-08-07,Los Guaduales,yuca,58,kg,2118,Mercado municipal,efectivo
V-07837,2025-10-24,La Pradera,queso,54,kg,13507,Colegio,efectivo
V-07838,2025-03-22,Santa Lucia,abono_organico,20,bulto,8315,Restaurante,transferencia
V-07839,2025-07-30,Buenos Aires,abono_organico,36,bulto,16616,Cooperativa,credito_local
V-07840,2025-12-23,La Pradera,leche,159,litro,1505,Tienda veredal,efectivo
V-07841,2025-11-27,El Progreso,yuca,606,kg,987,Colegio,efectivo
V-07842,2025-01-04,La Pradera,leche,43,litro,1846,Colegio,efectivo
V-07843,2025-12-24,Santa Lucia,maiz,555,kg,1327,Cooperativa,efectivo
V-07844,2025-09-17,San Miguel,yuca,552,kg,1334,Restaurante,transferencia
V-07845,2025-07-22,El Progreso,yuca,566,kg,2633,Colegio,efectivo
V-07846,2025-03-28,Santa Lucia,abono_organico,31,bulto,13044,Mercado municipal,credito_local
V-07847,2025-07-02,La Esperanza,queso,57,kg,10773,Tienda veredal,efectivo
V-07848,2025-11-15,Los Guaduales,abono_organico,9,bulto,12274,Mercado municipal,transferencia
V-07849,2025-10-11,San Miguel,leche,36,litro,2254,Familia local,credito_local
V-07850,2025-03-18,Los Guaduales,yuca,16,kg,1181,Tienda veredal,credito_local
V-07851,2025-03-01,El Progreso,sorgo,277,kg,2321,Mercado municipal,credito_local
V-07852,2025-04-24,Los Guaduales,queso,41,kg,14557,Mercado municipal,credito_local
V-07853,2025-03-17,La Esperanza,sorgo,289,kg,928,Restaurante,credito_local
V-07854,2025-12-14,San Miguel,abono_organico,38,bulto,15275,Familia local,credito_local
V-07855,2025-09-05,La Esperanza,sorgo,434,kg,2061,Mercado municipal,efectivo
V-07856,2025-01-28,Los Guaduales,sorgo,332,kg,2447,Restaurante,transferencia
V-07857,2025-08-28,El Progreso,sorgo,630,kg,1960,Familia local,credito_local
V-07858,2025-04-05,Santa Lucia,queso,21,kg,9592,Tienda veredal,credito_local
V-07859,2025-03-07,Santa Lucia,queso,42,kg,11916,Familia local,transferencia
V-07860,2025-10-26,Los Guaduales,sorgo,166,kg,1058,Cooperativa,credito_local
V-07861,2025-02-10,El Roble,abono_organico,18,bulto,16161,Colegio,credito_local
V-07862,2025-05-21,El Progreso,sorgo,103,kg,2153,Tienda veredal,credito_local
V-07863,2025-01-31,La Pradera,abono_organico,22,bulto,12153,Restaurante,efectivo
V-07864,2025-05-22,La Esperanza,queso,45,kg,10546,Restaurante,transferencia
V-07865,2025-11-04,Los Guaduales,leche,195,litro,1942,Tienda veredal,credito_local
V-07866,2025-12-03,El Progreso,maiz,297,kg,2387,Mercado municipal,efectivo
V-07867,2025-01-12,El Roble,sorgo,122,kg,1507,Colegio,transferencia
V-07868,2025-05-24,Buenos Aires,queso,36,kg,11178,Colegio,efectivo
V-07869,2025-02-13,Los Guaduales,leche,215,litro,2267,Colegio,credito_local
V-07870,2025-12-05,La Pradera,sorgo,598,kg,2305,Cooperativa,credito_local
V-07871,2025-07-21,San Miguel,queso,17,kg,10025,Tienda veredal,transferencia
V-07872,2025-01-28,San Miguel,leche,156,litro,1729,Cooperativa,credito_local
V-07873,2025-12-31,El Roble,abono_organico,16,bulto,9806,Cooperativa,credito_local
V-07874,2025-04-18,La Esperanza,maiz,272,kg,1554,Familia local,efectivo
V-07875,2025-01-31,Los Guaduales,leche,29,litro,2109,Restaurante,transferencia
V-07876,2025-04-24,La Pradera,queso,11,kg,10259,Restaurante,efectivo
V-07877,2025-10-25,La Esperanza,sorgo,589,kg,1892,Restaurante,credito_local
V-07878,2025-07-22,El Roble,maiz,11,kg,2092,Mercado municipal,efectivo
V-07879,2025-03-30,El Roble,leche,129,litro,1740,Mercado municipal,transferencia
V-07880,2025-07-13,San Miguel,maiz,44,kg,1706,Tienda veredal,credito_local
V-07881,2025-11-16,Los Guaduales,sorgo,414,kg,2526,Cooperativa,transferencia
V-07882,2025-05-17,El Roble,maiz,345,kg,2393,Familia local,credito_local
V-07883,2025-02-20,El Roble,queso,37,kg,9886,Cooperativa,efectivo
V-07884,2025-10-29,San Miguel,maiz,603,kg,2473,Familia local,efectivo
V-07885,2025-12-25,La Pradera,leche,79,litro,1617,Mercado municipal,transferencia
V-07886,2025-01-16,La Esperanza,queso,6,kg,14133,Colegio,transferencia
V-07887,2025-12-23,Los Guaduales,leche,135,litro,1587,Colegio,credito_local
V-07888,2025-10-09,La Esperanza,leche,100,litro,1507,Cooperativa,efectivo
V-07889,2025-01-06,La Esperanza,yuca,333,kg,2716,Cooperativa,efectivo
V-07890,2025-09-03,Buenos Aires,yuca,338,kg,1952,Colegio,credito_local
V-07891,2025-02-21,La Esperanza,maiz,113,kg,2715,Mercado municipal,credito_local
V-07892,2025-04-02,El Progreso,maiz,253,kg,943,Restaurante,efectivo
V-07893,2025-06-28,La Esperanza,maiz,96,kg,1148,Colegio,transferencia
V-07894,2025-05-26,San Miguel,maiz,13,kg,913,Cooperativa,efectivo
V-07895,2025-06-15,Los Guaduales,yuca,631,kg,1829,Tienda veredal,credito_local
V-07896,2025-02-26,La Pradera,leche,188,litro,2045,Cooperativa,efectivo
V-07897,2025-12-09,Santa Lucia,maiz,258,kg,2713,Familia local,credito_local
V-07898,2025-08-10,Santa Lucia,queso,27,kg,9037,Tienda veredal,credito_local
V-07899,2025-06-09,La Esperanza,abono_organico,30,bulto,11173,Tienda veredal,transferencia
V-07900,2025-04-26,La Esperanza,sorgo,500,kg,1843,Colegio,transferencia
V-07901,2025-01-25,La Esperanza,abono_organico,1,bulto,15659,Familia local,credito_local
V-07902,2025-07-10,La Esperanza,queso,58,kg,9679,Mercado municipal,transferencia
V-07903,2025-09-21,El Roble,maiz,517,kg,1342,Tienda veredal,efectivo
V-07904,2025-08-02,San Miguel,queso,6,kg,9445,Tienda veredal,credito_local
V-07905,2025-12-25,San Miguel,abono_organico,16,bulto,14522,Cooperativa,transferencia
V-07906,2025-11-24,Buenos Aires,leche,115,litro,1766,Mercado municipal,credito_local
V-07907,2025-08-14,La Esperanza,queso,44,kg,12415,Restaurante,efectivo
V-07908,2025-01-22,El Progreso,yuca,149,kg,2303,Cooperativa,efectivo
V-07909,2025-10-22,El Roble,yuca,13,kg,2412,Familia local,credito_local
V-07910,2025-04-10,Los Guaduales,sorgo,265,kg,2499,Familia local,transferencia
V-07911,2025-07-09,La Esperanza,maiz,155,kg,2431,Mercado municipal,credito_local
V-07912,2025-04-26,Buenos Aires,abono_organico,5,bulto,14197,Mercado municipal,efectivo
V-07913,2025-07-20,El Progreso,queso,49,kg,14364,Cooperativa,transferencia
V-07914,2025-05-22,El Roble,leche,214,litro,2005,Colegio,transferencia
V-07915,2025-02-07,Buenos Aires,yuca,51,kg,1025,Colegio,transferencia
V-07916,2025-07-15,Los Guaduales,queso,45,kg,11569,Tienda veredal,transferencia
V-07917,2025-11-13,El Progreso,sorgo,337,kg,2464,Colegio,credito_local
V-07918,2025-09-19,El Progreso,sorgo,25,kg,2077,Colegio,transferencia
V-07919,2025-01-26,Buenos Aires,queso,50,kg,9290,Familia local,transferencia
V-07920,2025-07-09,Buenos Aires,abono_organico,3,bulto,11250,Familia local,credito_local
V-07921,2025-01-09,La Pradera,maiz,512,kg,1223,Restaurante,efectivo
V-07922,2025-05-08,Buenos Aires,maiz,285,kg,2299,Familia local,efectivo
V-07923,2025-03-05,Buenos Aires,yuca,37,kg,985,Colegio,transferencia
V-07924,2025-04-27,San Miguel,abono_organico,8,bulto,14195,Restaurante,transferencia
V-07925,2025-04-20,El Progreso,sorgo,370,kg,2060,Familia local,transferencia
V-07926,2025-10-06,Buenos Aires,queso,36,kg,10438,Colegio,credito_local
V-07927,2025-11-10,La Esperanza,abono_organico,29,bulto,7404,Cooperativa,transferencia
V-07928,2025-04-05,El Roble,maiz,328,kg,1375,Tienda veredal,efectivo
V-07929,2025-07-22,El Progreso,maiz,152,kg,1801,Colegio,efectivo
V-07930,2025-10-18,El Progreso,queso,37,kg,11528,Mercado municipal,transferencia
V-07931,2025-11-26,San Miguel,queso,6,kg,11023,Cooperativa,efectivo
V-07932,2025-10-26,La Esperanza,leche,201,litro,1766,Mercado municipal,credito_local
V-07933,2025-02-21,El Progreso,sorgo,424,kg,905,Colegio,transferencia
V-07934,2025-06-12,El Roble,yuca,426,kg,2787,Familia local,credito_local
V-07935,2025-01-10,Santa Lucia,leche,94,litro,2261,Restaurante,efectivo
