codigo_animal,finca,raza,edad_meses,peso_kg,estado_sanitario,ultima_vacuna,responsable
SA-1059,San Miguel,Holstein,67,545.9,sano,2024-07-05,Jorge
EL-1060,El Progreso,Pardo Suizo,68,160.5,observacion,2024-11-11,Jorge
LA-1061,La Pradera,Normando,41,591.4,tratamiento,2024-08-18,Paola
EL-1062,El Roble,Holstein,65,603.3,sano,2024-08-11,Jorge
EL-1063,El Progreso,Holstein,46,626.4,sano,2024-08-17,Luis
LA-1064,La Pradera,Jersey,103,463.5,sano,2024-10-25,Paola
SA-1065,Santa Lucia,Normando,7,373.2,sano,2024-08-21,Paola
LO-1066,Los Guaduales,Jersey,74,314.5,sano,2024-08-10,Carlos
LO-1067,Los Guaduales,Gyr,35,265.7,sano,2024-12-28,Jorge
LO-1068,Los Guaduales,Gyr,99,210.2,sano,2024-12-23,Luis
LO-1069,Los Guaduales,Normando,84,453.5,sano,2024-10-25,Marta
BU-1070,Buenos Aires,Pardo Suizo,44,447.6,vacuna_pendiente,2024-11-25,Luis
LA-1071,La Pradera,Gyr,108,358.0,tratamiento,2024-07-15,Carlos
LA-1072,La Esperanza,Gyr,102,481.4,sano,2024-12-24,Ana
LA-1073,La Pradera,Normando,74,380.6,sano,2024-08-16,Marta
EL-1074,El Progreso,Holstein,47,432.7,tratamiento,2024-11-26,Jorge
BU-1075,Buenos Aires,Normando,78,396.2,observacion,2024-08-06,Luis
SA-1076,Santa Lucia,Normando,77,505.4,sano,2024-08-28,Luis
EL-1077,El Progreso,Gyr,99,302.4,sano,2024-08-06,Luis
BU-1078,Buenos Aires,Holstein,75,470.5,sano,2024-11-21,Marta
EL-1079,El Roble,Normando,83,418.2,observacion,2024-12-22,Ana
EL-1080,El Roble,Jersey,28,380.7,sano,2024-07-08,Luis
LA-1081,La Esperanza,Holstein,85,405.5,observacion,2024-12-01,Carlos
LO-1082,Los Guaduales,Jersey,6,416.0,observacion,2024-08-12,Ana
SA-1083,Santa Lucia,Jersey,54,522.9,sano,2024-11-17,Jorge
SA-1084,Santa Lucia,Normando,92,323.8,sano,2024-07-30,Marta
BU-1085,Buenos Aires,Normando,38,279.5,vacuna_pendiente,2024-10-06,Carlos
EL-1086,El Progreso,Criollo,66,675.3,sano,2024-10-20,Paola
LA-1087,La Esperanza,Normando,100,342.6,sano,2024-09-15,Ana
LO-1088,Los Guaduales,Holstein,120,331.0,sano,2024-10-19,Paola
LA-1089,La Esperanza,Normando,76,298.3,tratamiento,2024-09-17,Luis
LA-1090,La Esperanza,Pardo Suizo,37,293.6,sano,2024-10-28,Jorge
EL-1091,El Roble,Pardo Suizo,24,449.0,sano,2024-09-25,Marta
EL-1092,El Roble,Jersey,17,585.2,sano,2024-07-14,Marta
EL-1093,El Roble,Criollo,66,466.0,observacion,2024-10-22,Carlos
SA-1094,Santa Lucia,Pardo Suizo,41,387.3,sano,2024-08-09,Jorge
EL-1095,El Progreso,Pardo Suizo,98,615.0,sano,2024-12-10,Ana
LO-1096,Los Guaduales,Holstein,95,460.7,sano,2024-11-29,Luis
BU-1097,Buenos Aires,Normando,77,398.4,sano,2024-10-07,Paola
BU-1098,Buenos Aires,Criollo,103,464.6,sano,2024-08-22,Luis
LA-1099,La Pradera,Criollo,85,521.2,sano,2024-08-04,Marta
LO-1100,Los Guaduales,Jersey,120,439.7,vacuna_pendiente,2024-10-28,Marta
LA-1101,La Esperanza,Gyr,15,307.8,sano,2024-07-17,Jorge
SA-1102,Santa Lucia,Normando,51,387.8,sano,2024-07-29,Jorge
EL-1103,El Progreso,Gyr,16,385.8,sano,2024-11-16,Paola
EL-1104,El Roble,Pardo Suizo,46,396.5,vacuna_pendiente,2024-10-26,Paola
EL-1105,El Roble,Holstein,7,507.4,observacion,2024-11-24,Luis
BU-1106,Buenos Aires,Holstein,68,529.8,sano,2024-09-28,Jorge
LO-1107,Los Guaduales,Criollo,96,348.2,observacion,2024-07-10,Paola
BU-1108,Buenos Aires,Gyr,71,482.9,sano,2024-11-14,Jorge
EL-1109,El Progreso,Jersey,111,417.7,sano,2024-09-24,Ana
LO-1110,Los Guaduales,Gyr,85,491.5,sano,2024-10-12,Paola
EL-1111,El Progreso,Jersey,117,402.3,sano,2024-12-15,Carlos
LO-1112,Los Guaduales,Jersey,84,532.2,sano,2024-11-18,Jorge
SA-1113,San Miguel,Criollo,15,384.2,sano,2024-12-26,Luis
LA-1114,La Esperanza,Pardo Suizo,115,381.2,observacion,2024-10-31,Carlos
LA-1115,La Esperanza,Gyr,47,440.9,sano,2024-09-03,Luis
SA-1116,Santa Lucia,Pardo Suizo,61,387.8,sano,2024-10-06,Marta
LA-1117,La Pradera,Jersey,106,231.0,sano,2024-11-04,Luis
LA-1118,La Pradera,Criollo,45,534.5,vacuna_pendiente,2024-08-12,Marta
EL-1119,El Roble,Gyr,105,468.9,sano,2024-08-27,Marta
SA-1120,Santa Lucia,Normando,108,391.9,sano,2024-08-13,Paola
EL-1121,El Progreso,Pardo Suizo,25,380.7,vacuna_pendiente,2024-12-25,Paola
LA-1122,La Pradera,Criollo,6,426.0,sano,2024-10-21,Marta
EL-1123,El Progreso,Jersey,45,541.0,tratamiento,2024-11-21,Jorge
SA-1124,San Miguel,Pardo Suizo,20,454.9,vacuna_pendiente,2024-10-06,Ana
LA-1125,La Esperanza,Normando,100,318.5,observacion,2024-08-01,Luis
LA-1126,La Esperanza,Criollo,93,406.9,observacion,2024-10-16,Ana
SA-1127,Santa Lucia,Jersey,61,375.6,sano,2024-08-11,Carlos
SA-1128,Santa Lucia,Normando,64,274.7,sano,2024-07-23,Paola
EL-1129,El Progreso,Gyr,73,415.4,sano,2024-10-18,Jorge
EL-1130,El Roble,Jersey,108,349.2,sano,2024-12-30,Ana
LA-1131,La Esperanza,Pardo Suizo,73,499.7,sano,2024-07-30,Ana
EL-1132,El Progreso,Normando,57,358.5,sano,2024-11-05,Paola
SA-1133,Santa Lucia,Gyr,84,505.9,sano,2024-07-27,Jorge
SA-1134,San Miguel,Criollo,27,402.8,observacion,2024-07-07,Ana
LA-1135,La Esperanza,Pardo Suizo,40,444.6,sano,2024-09-19,Ana
LO-1136,Los Guaduales,Normando,27,363.9,tratamiento,2024-07-15,Ana
EL-1137,El Roble,Normando,80,423.7,tratamiento,2024-12-30,Carlos
EL-1138,El Roble,Criollo,31,391.3,sano,2024-12-11,Paola
SA-1139,San Miguel,Gyr,116,533.4,observacion,2024-11-12,Ana
LA-1140,La Esperanza,Normando,69,413.2,sano,2024-09-01,Jorge
EL-1141,El Progreso,Normando,48,437.8,sano,2024-07-22,Carlos
EL-1142,El Progreso,Jersey,76,389.1,observacion,2024-08-13,Paola
LA-1143,La Esperanza,Gyr,58,454.2,sano,2024-08-10,Luis
SA-1144,Santa Lucia,Gyr,6,315.6,vacuna_pendiente,2024-11-29,Carlos
EL-1145,El Progreso,Jersey,99,493.6,sano,2024-12-09,Paola
EL-1146,El Progreso,Gyr,107,487.3,tratamiento,2024-12-12,Luis
EL-1147,El Progreso,Holstein,107,259.8,sano,2024-07-25,Paola
BU-1148,Buenos Aires,Gyr,76,446.2,observacion,2024-11-17,Paola
SA-1149,Santa Lucia,Normando,60,298.1,sano,2024-08-13,Marta
LA-1150,La Pradera,Normando,113,386.2,observacion,2024-11-24,Carlos
LO-1151,Los Guaduales,Jersey,22,496.0,sano,2024-12-06,Jorge
SA-1152,Santa Lucia,Jersey,94,453.1,tratamiento,2024-10-22,Luis
LO-1153,Los Guaduales,Jersey,79,528.9,sano,2024-10-28,Marta
SA-1154,Santa Lucia,Jersey,118,545.3,sano,2024-11-16,Carlos
EL-1155,El Roble,Pardo Suizo,57,442.8,sano,2024-09-16,Ana
BU-1156,Buenos Aires,Gyr,21,461.0,vacuna_pendiente,2024-07-20,Luis
LA-1157,La Esperanza,Normando,53,439.6,sano,2024-07-07,Marta
SA-1158,Santa Lucia,Gyr,46,628.4,sano,2024-10-24,Luis
LA-1159,La Esperanza,Pardo Suizo,94,372.5,sano,2024-10-25,Jorge
LA-1160,La Pradera,Gyr,30,511.0,sano,2024-11-29,Luis
SA-1161,Santa Lucia,Gyr,20,263.5,sano,2024-08-18,Luis
SA-1162,San Miguel,Holstein,16,374.9,sano,2024-11-14,Luis
EL-1163,El Roble,Criollo,21,422.9,sano,2024-08-06,Jorge
LO-1164,Los Guaduales,Pardo Suizo,91,487.9,sano,2024-12-07,Carlos
LA-1165,La Esperanza,Pardo Suizo,23,666.7,sano,2024-11-30,Carlos
SA-1166,San Miguel,Gyr,94,464.3,sano,2024-12-19,Marta
BU-1167,Buenos Aires,Criollo,99,556.6,sano,2024-10-21,Jorge
EL-1168,El Roble,Holstein,120,384.5,sano,2024-10-31,Ana
SA-1169,Santa Lucia,Pardo Suizo,116,463.0,sano,2024-12-24,Jorge
SA-1170,Santa Lucia,Gyr,87,289.1,sano,2024-11-22,Jorge
SA-1171,Santa Lucia,Gyr,9,494.3,sano,2024-07-05,Ana
EL-1172,El Progreso,Holstein,111,429.7,sano,2024-09-01,Luis
LA-1173,La Pradera,Criollo,37,324.8,sano,2024-07-17,Paola
SA-1174,Santa Lucia,Pardo Suizo,31,368.8,sano,2024-07-08,Carlos
SA-1175,San Miguel,Pardo Suizo,64,419.0,tratamiento,2024-07-09,Carlos
SA-1176,Santa Lucia,Normando,22,450.4,sano,2024-07-06,Paola
LA-1177,La Pradera,Jersey,115,461.4,sano,2024-09-09,Jorge
EL-1178,El Progreso,Criollo,60,347.0,sano,2024-12-07,Marta
SA-1179,San Miguel,Pardo Suizo,86,474.4,vacuna_pendiente,2024-12-11,Marta
SA-1180,Santa Lucia,Gyr,23,372.3,vacuna_pendiente,2024-12-26,Carlos
SA-1181,San Miguel,Jersey,31,413.2,observacion,2024-09-22,Jorge
SA-1182,San Miguel,Pardo Suizo,97,321.0,sano,2024-12-22,Jorge
SA-1183,Santa Lucia,Criollo,14,359.8,sano,2024-10-29,Luis
EL-1184,El Roble,Holstein,110,330.6,vacuna_pendiente,2024-11-07,Ana
SA-1185,Santa Lucia,Jersey,61,428.3,observacion,2024-07-14,Ana
LO-1186,Los Guaduales,Holstein,93,477.3,sano,2024-07-25,Paola
SA-1187,Santa Lucia,Pardo Suizo,74,374.6,sano,2024-07-13,Carlos
SA-1188,San Miguel,Jersey,64,391.3,sano,2024-09-23,Marta
LA-1189,La Esperanza,Gyr,70,274.6,observacion,2024-09-30,Ana
SA-1190,San Miguel,Jersey,31,500.9,sano,2024-09-08,Paola
LA-1191,La Pradera,Jersey,83,477.7,observacion,2024-11-29,Ana
EL-1192,El Roble,Holstein,31,404.8,sano,2024-11-24,Luis
LO-1193,Los Guaduales,Jersey,31,382.1,sano,2024-11-27,Carlos
SA-1194,Santa Lucia,Criollo,29,422.8,sano,2024-12-18,Marta
SA-1195,San Miguel,Pardo Suizo,37,386.8,sano,2024-07-07,Paola
SA-1196,Santa Lucia,Jersey,25,245.1,sano,2024-09-19,Jorge
BU-1197,Buenos Aires,Normando,118,370.1,sano,2024-10-05,Ana
LA-1198,La Esperanza,Gyr,71,416.7,sano,2024-11-25,Jorge
EL-1199,El Roble,Jersey,12,477.9,sano,2024-07-30,Paola
BU-1200,Buenos Aires,Normando,108,455.0,sano,2024-08-12,Carlos
BU-1201,Buenos Aires,Gyr,10,406.2,tratamiento,2024-09-12,Marta
BU-1202,Buenos Aires,Normando,15,362.6,observacion,2024-07-17,Marta
EL-1203,El Roble,Holstein,101,460.1,sano,2024-12-16,Jorge
LA-1204,La Esperanza,Gyr,116,419.1,sano,2024-08-12,Marta
EL-1205,El Progreso,Holstein,35,275.0,sano,2024-09-22,Carlos
LA-1206,La Esperanza,Gyr,20,379.3,sano,2024-10-27,Luis
LA-1207,La Pradera,Criollo,70,429.6,sano,2024-08-09,Carlos
EL-1208,El Roble,Holstein,119,364.9,sano,2024-09-19,Paola
LO-1209,Los Guaduales,Normando,81,467.1,observacion,2024-09-18,Jorge
EL-1210,El Progreso,Criollo,43,359.5,sano,2024-11-23,Carlos
LO-1211,Los Guaduales,Pardo Suizo,80,405.5,vacuna_pendiente,2024-10-20,Carlos
SA-1212,San Miguel,Normando,29,389.9,sano,2024-11-12,Ana
SA-1213,San Miguel,Gyr,19,497.1,observacion,2024-07-14,Ana
EL-1214,El Progreso,Holstein,77,451.4,sano,2024-10-27,Ana
LO-1215,Los Guaduales,Pardo Suizo,56,554.8,sano,2024-10-22,Jorge
LA-1216,La Pradera,Pardo Suizo,21,352.2,sano,2024-07-29,Jorge
SA-1217,Santa Lucia,Criollo,86,334.8,sano,2024-09-20,Ana
LA-1218,La Esperanza,Holstein,111,270.8,sano,2024-11-16,Paola
SA-1219,San Miguel,Gyr,60,281.4,observacion,2024-08-28,Marta
EL-1220,El Progreso,Criollo,21,461.6,sano,2024-09-28,Carlos
SA-1221,San Miguel,Holstein,82,338.7,sano,2024-12-07,Jorge
LA-1222,La Pradera,Jersey,93,443.7,sano,2024-12-28,Paola
EL-1223,El Progreso,Pardo Suizo,79,456.3,sano,2024-08-09,Paola
SA-1224,Santa Lucia,Holstein,98,462.9,vacuna_pendiente,2024-10-10,Marta
EL-1225,El Roble,Criollo,30,299.9,tratamiento,2024-12-08,Marta
SA-1226,San Miguel,Gyr,55,432.7,sano,2024-12-04,Paola
LA-1227,La Pradera,Holstein,112,543.1,observacion,2024-11-26,Ana
LO-1228,Los Guaduales,Pardo Suizo,62,269.5,sano,2024-11-16,Ana
SA-1229,San Miguel,Holstein,26,331.2,sano,2024-08-23,Carlos
LA-1230,La Esperanza,Holstein,97,508.3,sano,2024-12-15,Ana
EL-1231,El Roble,Gyr,43,451.8,sano,2024-09-22,Jorge
LA-1232,La Pradera,Criollo,46,308.6,sano,2024-10-08,Jorge
BU-1233,Buenos Aires,Jersey,100,416.4,sano,2024-08-20,Paola
EL-1234,El Progreso,Holstein,100,418.1,vacuna_pendiente,2024-07-10,Carlos
LO-1235,Los Guaduales,Holstein,52,351.6,observacion,2024-12-02,Luis
LO-1236,Los Guaduales,Normando,70,352.9,sano,2024-12-19,Carlos
SA-1237,San Miguel,Holstein,35,508.1,sano,2024-10-02,Paola
BU-1238,Buenos Aires,Gyr,73,447.1,sano,2024-08-20,Jorge
SA-1239,San Miguel,Criollo,42,427.0,sano,2024-08-19,Carlos
EL-1240,El Progreso,Normando,17,422.5,sano,2024-07-14,Paola
SA-1241,Santa Lucia,Holstein,53,419.9,sano,2024-11-05,Jorge
LA-1242,La Pradera,Gyr,112,554.2,observacion,2024-09-28,Marta
BU-1243,Buenos Aires,Gyr,15,381.3,sano,2024-08-05,Ana
BU-1244,Buenos Aires,Gyr,45,417.6,sano,2024-08-29,Luis
SA-1245,Santa Lucia,Normando,70,396.3,tratamiento,2024-10-07,Carlos
EL-1246,El Progreso,Pardo Suizo,20,393.7,tratamiento,2024-12-26,Marta
EL-1247,El Roble,Pardo Suizo,63,278.6,observacion,2024-09-11,Luis
EL-1248,El Progreso,Gyr,91,263.3,observacion,2024-12-08,Marta
EL-1249,El Progreso,Gyr,36,464.5,sano,2024-10-12,Marta
EL-1250,El Progreso,Holstein,110,534.5,vacuna_pendiente,2024-07-06,Ana
LA-1251,La Esperanza,Gyr,61,570.6,sano,2024-09-28,Marta
EL-1252,El Progreso,Pardo Suizo,66,436.3,sano,2024-10-13,Ana
EL-1253,El Progreso,Normando,36,564.3,sano,2024-10-20,Marta
LA-1254,La Esperanza,Gyr,67,340.8,sano,2024-07-14,Jorge
LA-1255,La Esperanza,Holstein,116,386.2,sano,2024-09-15,Carlos
EL-1256,El Roble,Holstein,119,515.4,sano,2024-07-27,Jorge
LA-1257,La Esperanza,Holstein,66,582.3,sano,2024-07-05,Marta
LA-1258,La Esperanza,Holstein,20,509.6,sano,2024-11-03,Luis
LA-1259,La Esperanza,Pardo Suizo,51,491.5,sano,2024-12-11,Jorge
LO-1260,Los Guaduales,Jersey,111,423.6,observacion,2024-09-08,Paola
SA-1261,San Miguel,Gyr,69,375.9,vacuna_pendiente,2024-09-18,Luis
EL-1262,El Progreso,Gyr,31,379.4,sano,2024-08-19,Ana
EL-1263,El Roble,Pardo Suizo,18,401.0,vacuna_pendiente,2024-09-22,Paola
EL-1264,El Roble,Jersey,71,477.1,sano,2024-09-08,Carlos
SA-1265,San Miguel,Holstein,77,328.7,sano,2024-10-02,Paola
LA-1266,La Pradera,Holstein,29,311.2,sano,2024-09-19,Jorge
SA-1267,Santa Lucia,Jersey,68,467.6,sano,2024-08-02,Paola
LA-1268,La Esperanza,Criollo,106,400.4,vacuna_pendiente,2024-10-23,Marta
EL-1269,El Progreso,Holstein,103,366.5,sano,2024-08-05,Ana
LA-1270,La Pradera,Criollo,44,469.6,sano,2024-09-19,Luis
BU-1271,Buenos Aires,Pardo Suizo,109,454.1,observacion,2024-08-13,Paola
SA-1272,Santa Lucia,Jersey,61,531.9,sano,2024-08-04,Paola
SA-1273,Santa Lucia,Gyr,30,402.4,sano,2024-07-05,Carlos
LA-1274,La Pradera,Holstein,106,437.7,sano,2024-07-07,Marta
EL-1275,El Progreso,Criollo,46,230.9,sano,2024-10-31,Paola
SA-1276,Santa Lucia,Normando,73,288.7,sano,2024-12-17,Luis
LA-1277,La Esperanza,Criollo,109,239.3,sano,2024-07-18,Marta
BU-1278,Buenos Aires,Holstein,98,293.7,vacuna_pendiente,2024-07-24,Paola
SA-1279,Santa Lucia,Pardo Suizo,96,315.3,observacion,2024-10-01,Paola
EL-1280,El Roble,Criollo,111,352.3,sano,2024-10-18,Carlos
LA-1281,La Pradera,Holstein,83,332.2,sano,2024-09-03,Paola
LA-1282,La Esperanza,Pardo Suizo,23,357.3,sano,2024-09-20,Paola
EL-1283,El Roble,Jersey,47,444.6,observacion,2024-08-26,Carlos
LA-1284,La Esperanza,Jersey,17,280.0,sano,2024-08-13,Carlos
EL-1285,El Progreso,Criollo,112,609.6,sano,2024-08-06,Carlos
LA-1286,La Esperanza,Holstein,74,441.1,sano,2024-11-20,Carlos
EL-1287,El Progreso,Holstein,84,353.6,sano,2024-09-06,Jorge
LA-1288,La Pradera,Jersey,79,427.2,sano,2024-08-23,Luis
LO-1289,Los Guaduales,Gyr,102,340.2,observacion,2024-07-16,Paola
LA-1290,La Pradera,Pardo Suizo,107,465.8,sano,2024-12-01,Jorge
SA-1291,San Miguel,Normando,107,554.4,sano,2024-07-30,Marta
LO-1292,Los Guaduales,Gyr,80,383.9,sano,2024-08-10,Luis
LA-1293,La Esperanza,Gyr,40,372.6,vacuna_pendiente,2024-07-13,Luis
LA-1294,La Pradera,Holstein,19,402.7,sano,2024-08-24,Ana
SA-1295,Santa Lucia,Jersey,23,395.4,sano,2024-08-06,Marta
EL-1296,El Progreso,Holstein,25,387.0,vacuna_pendiente,2024-08-30,Luis
EL-1297,El Roble,Normando,115,577.3,tratamiento,2024-09-08,Marta
LA-1298,La Pradera,Normando,48,626.1,vacuna_pendiente,2024-08-31,Luis
BU-1299,Buenos Aires,Jersey,94,468.6,sano,2024-11-12,Marta
LA-1300,La Esperanza,Holstein,40,439.2,sano,2024-11-18,Paola
LO-1301,Los Guaduales,Jersey,86,357.9,vacuna_pendiente,2024-09-24,Carlos
LA-1302,La Esperanza,Gyr,91,290.2,sano,2024-10-30,Paola
BU-1303,Buenos Aires,Pardo Suizo,114,438.5,sano,2024-12-16,Luis
SA-1304,Santa Lucia,Pardo Suizo,18,577.8,sano,2024-12-16,Ana
EL-1305,El Roble,Gyr,56,395.7,sano,2024-09-15,Paola
SA-1306,Santa Lucia,Pardo Suizo,48,386.9,vacuna_pendiente,2024-11-21,Luis
SA-1307,Santa Lucia,Jersey,118,330.7,tratamiento,2024-10-20,Paola
LA-1308,La Pradera,Gyr,110,376.6,sano,2024-08-16,Paola
SA-1309,Santa Lucia,Holstein,102,282.1,sano,2024-09-27,Carlos
LO-1310,Los Guaduales,Criollo,35,343.5,sano,2024-12-23,Luis
SA-1311,San Miguel,Criollo,100,483.0,observacion,2024-12-04,Paola
EL-1312,El Roble,Jersey,78,453.2,sano,2024-08-22,Marta
EL-1313,El Roble,Jersey,68,565.6,observacion,2024-11-15,Marta
LA-1314,La Pradera,Pardo Suizo,102,428.7,vacuna_pendiente,2024-12-15,Paola
EL-1315,El Progreso,Pardo Suizo,91,509.2,sano,2024-09-22,Ana
SA-1316,San Miguel,Jersey,105,590.3,observacion,2024-09-15,Luis
LA-1317,La Esperanza,Gyr,20,413.7,sano,2024-12-11,Paola
EL-1318,El Progreso,Normando,47,377.6,sano,2024-10-03,Jorge
EL-1319,El Progreso,Normando,6,329.6,tratamiento,2024-07-16,Carlos
LA-1320,La Esperanza,Normando,64,359.0,sano,2024-08-16,Carlos
LA-1321,La Esperanza,Criollo,104,395.8,sano,2024-11-14,Paola
SA-1322,Santa Lucia,Jersey,82,395.9,sano,2024-08-26,Carlos
BU-1323,Buenos Aires,Normando,65,369.5,sano,2024-11-22,Ana
LA-1324,La Esperanza,Gyr,75,587.9,sano,2024-07-28,Ana
EL-1325,El Roble,Jersey,60,333.6,sano,2024-11-10,Jorge
EL-1326,El Roble,Holstein,99,355.7,vacuna_pendiente,2024-12-02,Marta
SA-1327,Santa Lucia,Normando,36,336.3,sano,2024-08-03,Marta
LA-1328,La Pradera,Jersey,100,321.6,sano,2024-08-25,Carlos
SA-1329,San Miguel,Normando,25,469.9,sano,2024-08-12,Marta
LA-1330,La Pradera,Holstein,37,548.3,sano,2024-11-23,Jorge
BU-1331,Buenos Aires,Criollo,11,494.0,observacion,2024-10-21,Marta
LA-1332,La Pradera,Jersey,54,334.8,sano,2024-10-12,Carlos
SA-1333,Santa Lucia,Normando,66,632.2,sano,2024-10-02,Luis
LA-1334,La Esperanza,Pardo Suizo,114,521.5,sano,2024-08-23,Marta
EL-1335,El Roble,Jersey,56,459.1,sano,2024-12-24,Ana
LA-1336,La Esperanza,Holstein,56,471.2,sano,2024-12-02,Jorge
LA-1337,La Pradera,Holstein,105,443.4,sano,2024-09-26,Jorge
SA-1338,Santa Lucia,Jersey,14,307.0,sano,2024-12-18,Jorge
BU-1339,Buenos Aires,Normando,99,446.6,observacion,2024-11-18,Marta
BU-1340,Buenos Aires,Gyr,80,319.6,sano,2024-12-13,Jorge
EL-1341,El Roble,Jersey,72,301.7,sano,2024-11-02,Paola
LA-1342,La Pradera,Normando,99,388.5,sano,2024-12-28,Ana
LA-1343,La Pradera,Jersey,82,372.9,sano,2024-11-05,Marta
EL-1344,El Progreso,Normando,11,455.1,sano,2024-07-22,Jorge
SA-1345,San Miguel,Pardo Suizo,44,293.7,observacion,2024-12-05,Carlos
EL-1346,El Roble,Gyr,58,342.2,sano,2024-07-27,Carlos
SA-1347,Santa Lucia,Gyr,8,444.7,tratamiento,2024-09-10,Ana
LA-1348,La Pradera,Normando,27,476.0,sano,2024-07-25,Jorge
EL-1349,El Progreso,Normando,102,364.8,sano,2024-10-30,Jorge
EL-1350,El Progreso,Normando,64,260.1,vacuna_pendiente,2024-10-15,Marta
LA-1351,La Pradera,Normando,19,390.6,sano,2024-07-16,Luis
EL-1352,El Roble,Pardo Suizo,44,244.5,sano,2024-09-30,Carlos
SA-1353,Santa Lucia,Pardo Suizo,53,411.2,sano,2024-11-23,Paola
SA-1354,San Miguel,Criollo,91,316.4,observacion,2024-12-10,Marta
LA-1355,La Esperanza,Normando,100,473.6,sano,2024-11-04,Carlos
LO-1356,Los Guaduales,Holstein,16,435.7,sano,2024-09-12,Paola
EL-1357,El Roble,Holstein,15,628.0,sano,2024-07-28,Luis
LA-1358,La Pradera,Gyr,66,521.8,observacion,2024-12-23,Jorge
EL-1359,El Roble,Normando,81,333.4,sano,2024-08-26,Marta
LA-1360,La Esperanza,Pardo Suizo,29,411.3,observacion,2024-10-10,Carlos
EL-1361,El Roble,Gyr,28,396.1,sano,2024-08-09,Jorge
LO-1362,Los Guaduales,Holstein,93,329.3,observacion,2024-09-24,Jorge
LA-1363,La Pradera,Holstein,38,237.6,sano,2024-10-18,Ana
BU-1364,Buenos Aires,Normando,118,409.5,observacion,2024-08-26,Luis
SA-1365,Santa Lucia,Gyr,17,301.1,observacion,2024-11-10,Jorge
SA-1366,San Miguel,Criollo,31,313.1,sano,2024-07-18,Ana
LA-1367,La Pradera,Pardo Suizo,113,537.5,vacuna_pendiente,2024-11-06,Luis
BU-1368,Buenos Aires,Jersey,33,457.9,sano,2024-07-19,Jorge
SA-1369,Santa Lucia,Criollo,36,549.7,sano,2024-07-11,Ana
EL-1370,El Progreso,Holstein,102,356.0,tratamiento,2024-10-17,Jorge
LA-1371,La Pradera,Pardo Suizo,118,438.1,sano,2024-09-03,Carlos
SA-1372,San Miguel,Jersey,27,306.5,sano,2024-11-23,Paola
LO-1373,Los Guaduales,Jersey,47,393.1,sano,2024-07-22,Marta
LO-1374,Los Guaduales,Criollo,90,330.4,sano,2024-11-09,Ana
SA-1375,Santa Lucia,Pardo Suizo,101,279.3,sano,2024-08-27,Marta
LA-1376,La Esperanza,Normando,89,422.0,sano,2024-07-13,Marta
EL-1377,El Roble,Gyr,90,379.7,sano,2024-08-30,Jorge
SA-1378,Santa Lucia,Jersey,46,553.0,sano,2024-10-23,Carlos
LA-1379,La Pradera,Holstein,91,378.3,sano,2024-12-24,Carlos
EL-1380,El Roble,Normando,7,398.0,sano,2024-11-23,Luis
EL-1381,El Roble,Criollo,54,584.2,sano,2024-12-06,Luis
BU-1382,Buenos Aires,Pardo Suizo,84,556.1,tratamiento,2024-07-26,Jorge
EL-1383,El Progreso,Holstein,76,329.6,observacion,2024-07-10,Carlos
LO-1384,Los Guaduales,Normando,32,472.7,tratamiento,2024-08-29,Jorge
SA-1385,Santa Lucia,Normando,28,415.9,tratamiento,2024-12-06,Jorge
LA-1386,La Pradera,Jersey,9,490.7,vacuna_pendiente,2024-12-19,Ana
EL-1387,El Progreso,Criollo,40,426.2,sano,2024-09-05,Jorge
LO-1388,Los Guaduales,Jersey,102,494.5,sano,2024-10-13,Paola
SA-1389,San Miguel,Pardo Suizo,92,437.4,sano,2024-09-05,Ana
LA-1390,La Pradera,Normando,35,172.8,observacion,2024-09-07,Ana
SA-1391,San Miguel,Jersey,73,389.6,sano,2024-11-30,Marta
SA-1392,San Miguel,Pardo Suizo,31,295.6,sano,2024-07-18,Marta
SA-1393,Santa Lucia,Gyr,44,509.3,sano,2024-10-17,Carlos
EL-1394,El Progreso,Normando,42,499.4,sano,2024-07-21,Paola
EL-1395,El Roble,Jersey,42,410.3,sano,2024-10-03,Ana
BU-1396,Buenos Aires,Pardo Suizo,98,423.6,vacuna_pendiente,2024-10-29,Carlos
EL-1397,El Roble,Holstein,116,532.2,observacion,2024-07-10,Ana
EL-1398,El Progreso,Gyr,114,485.3,sano,2024-07-19,Luis
SA-1399,San Miguel,Gyr,21,513.8,sano,2024-10-19,Jorge
LA-1400,La Pradera,Holstein,83,420.3,sano,2024-12-30,Paola
LO-1401,Los Guaduales,Gyr,43,296.5,sano,2024-09-24,Paola
EL-1402,El Progreso,Holstein,52,300.4,sano,2024-08-31,Ana
LA-1403,La Pradera,Criollo,22,362.8,tratamiento,2024-12-14,Carlos
SA-1404,Santa Lucia,Holstein,61,464.6,sano,2024-12-18,Luis
EL-1405,El Roble,Holstein,53,352.3,observacion,2024-07-23,Luis
LA-1406,La Pradera,Criollo,117,439.8,sano,2024-11-02,Luis
LO-1407,Los Guaduales,Gyr,80,427.9,sano,2024-11-03,Marta
EL-1408,El Progreso,Jersey,80,438.0,observacion,2024-09-25,Paola
SA-1409,San Miguel,Normando,118,410.8,sano,2024-11-05,Marta
BU-1410,Buenos Aires,Holstein,27,461.9,sano,2024-07-31,Paola
LA-1411,La Pradera,Gyr,109,465.9,observacion,2024-12-08,Ana
