id_clima,fecha,zona,temperatura_promedio_c,lluvia_mm,humedad_relativa_pct,observacion_climatica
C-01289,2025-03-18,Centro,27.9,2.2,48.3,nublado
C-01290,2025-01-18,Occidente,29.0,9.5,85.8,sequía leve
C-01291,2025-09-07,Norte,17.9,22.9,61.4,sequía leve
C-01292,2025-05-03,Norte,25.0,1.0,72.4,lluvia
C-01293,2025-06-27,Sur,18.6,10.7,54.1,soleado
C-01294,2025-10-21,Norte,32.3,0,54.9,lluvia
C-01295,2025-04-11,Norte,22.4,62.4,97.9,lluvia
C-01296,2025-06-28,Centro,21.0,0.3,64.9,lluvia
C-01297,2025-04-15,Sur,33.2,0,84.2,nublado
C-01298,2025-10-10,Occidente,27.6,12.0,77.6,tormenta
C-01299,2025-01-30,Sur,34.9,0,80.6,estable
C-01300,2025-03-19,Occidente,34.7,7.1,96.0,estable
C-01301,2025-06-11,Occidente,34.6,7.1,81.0,nublado
C-01302,2025-10-28,Norte,19.8,8.5,53.6,nublado
C-01303,2025-10-22,Sur,30.3,5.5,86.3,lluvia
C-01304,2025-05-25,Norte,31.0,13.2,97.5,soleado
C-01305,2025-12-17,Oriente,21.6,19.7,97.1,nublado
C-01306,2025-06-02,Oriente,23.2,6.8,96.5,sequía leve
C-01307,2025-08-08,Norte,29.3,4.7,79.9,tormenta
C-01308,2025-04-24,Sur,19.7,0,73.3,estable
C-01309,2025-04-24,Sur,32.7,12.9,90.6,tormenta
C-01310,2025-11-26,Centro,34.2,18.9,79.6,sequía leve
C-01311,2025-02-14,Oriente,31.2,5.8,96.7,nublado
C-01312,2025-04-20,Occidente,28.1,5.7,54.8,estable
C-01313,2025-03-28,Occidente,21.3,0,69.9,nublado
C-01314,2025-09-07,Occidente,17.1,11.6,55.3,lluvia
C-01315,2025-03-28,Norte,27.6,33.8,49.8,tormenta
C-01316,2025-10-29,Sur,32.9,15.7,86.1,soleado
C-01317,2025-09-03,Occidente,20.7,17.7,82.1,sequía leve
C-01318,2025-02-15,Sur,19.7,15.0,85.0,soleado
C-01319,2025-10-28,Occidente,20.0,3.2,59.6,lluvia
C-01320,2025-03-27,Norte,22.9,0,51.5,soleado
C-01321,2025-10-05,Centro,18.1,2.1,49.0,lluvia
C-01322,2025-11-10,Norte,25.4,0,57.5,nublado
C-01323,2025-07-11,Centro,22.1,0,45.1,sequía leve
C-01324,2025-05-26,Centro,22.3,8.0,91.2,soleado
C-01325,2025-06-24,Occidente,20.9,11.3,45.2,lluvia
C-01326,2025-07-03,Oriente,30.9,15.4,87.9,soleado
C-01327,2025-04-14,Occidente,25.6,16.2,95.8,sequía leve
C-01328,2025-06-07,Centro,30.2,11.0,52.2,lluvia
C-01329,2025-10-11,Centro,20.2,19.4,62.9,tormenta
C-01330,2025-01-09,Occidente,16.7,9.1,71.0,soleado
C-01331,2025-10-20,Occidente,20.7,7.6,57.7,estable
C-01332,2025-09-06,Centro,32.0,12.0,50.8,tormenta
C-01333,2025-10-05,Oriente,33.7,12.1,96.9,lluvia
C-01334,2025-05-16,Oriente,18.2,0,83.6,tormenta
C-01335,2025-07-26,Sur,19.6,0,70.9,tormenta
C-01336,2025-04-04,Centro,26.6,0.7,78.6,lluvia
C-01337,2025-04-02,Centro,24.2,0,83.9,soleado
C-01338,2025-11-27,Occidente,33.7,18.3,77.9,nublado
C-01339,2025-02-18,Oriente,23.1,0,48.3,sequía leve
C-01340,2025-05-01,Sur,23.0,16.8,45.4,lluvia
C-01341,2025-08-07,Occidente,19.7,9.7,69.5,estable
C-01342,2025-04-26,Centro,27.3,5.2,97.2,soleado
C-01343,2025-12-02,Sur,34.8,7.6,64.4,soleado
C-01344,2025-03-12,Norte,28.4,8.5,52.2,soleado
C-01345,2025-09-25,Sur,21.6,0,61.0,nublado
C-01346,2025-02-25,Oriente,23.6,0.6,52.5,sequía leve
C-01347,2025-07-19,Occidente,20.8,0,74.6,estable
C-01348,2025-07-08,Sur,20.8,39.2,45.8,soleado
C-01349,2025-01-11,Oriente,26.1,4.5,56.2,nublado
C-01350,2025-05-24,Centro,25.9,8.6,48.1,soleado
C-01351,2025-04-18,Norte,33.7,0,75.7,soleado
C-01352,2025-03-14,Norte,21.2,0,54.5,tormenta
C-01353,2025-09-30,Oriente,21.1,13.3,80.2,soleado
C-01354,2025-02-28,Oriente,22.4,13.9,95.2,nublado
C-01355,2025-07-27,Sur,23.5,6.1,60.6,nublado
C-01356,2025-09-08,Occidente,21.1,11.1,66.4,lluvia
C-01357,2025-03-20,Sur,20.6,2.0,69.8,soleado
C-01358,2025-02-19,Centro,29.6,22.8,46.3,estable
C-01359,2025-02-16,Occidente,29.8,9.4,66.0,tormenta
C-01360,2025-06-08,Occidente,17.3,6.3,45.2,nublado
C-01361,2025-06-22,Oriente,30.5,0.8,74.3,estable
C-01362,2025-12-23,Norte,21.4,0,69.9,soleado
C-01363,2025-05-17,Centro,17.5,17.0,93.2,lluvia
C-01364,2025-06-09,Sur,33.8,13.7,61.7,nublado
C-01365,2025-05-07,Sur,28.6,0,62.0,tormenta
C-01366,2025-08-28,Occidente,18.3,22.4,94.8,tormenta
C-01367,2025-06-21,Norte,28.7,16.2,94.1,nublado
C-01368,2025-05-19,Sur,25.4,4.2,72.5,soleado
C-01369,2025-06-28,Occidente,19.4,6.0,82.0,lluvia
C-01370,2025-04-19,Norte,28.0,14.3,82.3,nublado
C-01371,2025-06-07,Occidente,19.5,4.7,84.9,soleado
C-01372,2025-04-16,Occidente,23.2,13.4,74.6,nublado
C-01373,2025-08-19,Sur,26.8,11.7,90.2,lluvia
C-01374,2025-01-28,Occidente,17.0,0,82.8,estable
C-01375,2025-05-31,Centro,20.0,17.2,57.4,estable
C-01376,2025-01-22,Occidente,32.1,59.1,84.4,tormenta
C-01377,2025-07-06,Oriente,33.3,1.5,46.6,lluvia
C-01378,2025-09-05,Norte,16.3,7.2,46.3,soleado
C-01379,2025-08-25,Centro,17.2,0,51.5,tormenta
C-01380,2025-01-11,Norte,23.3,0,55.8,sequía leve
C-01381,2025-02-11,Centro,19.4,6.1,65.2,tormenta
C-01382,2025-07-31,Centro,20.2,0,78.4,sequía leve
C-01383,2025-07-08,Sur,24.3,11.3,83.9,sequía leve
C-01384,2025-08-03,Centro,19.0,7.6,73.2,estable
C-01385,2025-09-16,Oriente,24.7,6.2,67.4,tormenta
C-01386,2025-12-16,Occidente,32.5,46.8,75.3,estable
C-01387,2025-07-09,Oriente,17.5,0,67.8,estable
C-01388,2025-04-12,Oriente,29.5,6.3,91.4,tormenta
C-01389,2025-05-29,Occidente,17.9,8.2,74.6,lluvia
C-01390,2025-06-15,Sur,18.0,29.8,90.4,sequía leve
C-01391,2025-12-13,Oriente,33.5,0,50.0,lluvia
C-01392,2025-04-02,Norte,33.9,0,74.7,nublado
C-01393,2025-01-06,Sur,22.9,12.7,93.5,tormenta
C-01394,2025-03-01,Oriente,23.8,11.7,97.9,sequía leve
C-01395,2025-02-26,Centro,18.5,4.7,91.1,nublado
C-01396,2025-07-20,Occidente,26.1,7.4,88.2,soleado
C-01397,2025-09-13,Oriente,17.1,17.8,86.0,nublado
C-01398,2025-02-04,Sur,22.1,0,89.2,estable
C-01399,2025-07-15,Sur,34.3,10.8,75.0,estable
C-01400,2025-10-02,Sur,22.2,0,80.4,estable
C-01401,2025-10-26,Oriente,22.3,0,54.9,soleado
C-01402,2025-01-05,Sur,34.7,1.2,50.9,sequía leve
C-01403,2025-02-08,Sur,31.1,11.8,56.7,sequía leve
C-01404,2025-05-15,Sur,34.5,10.8,84.6,nublado
C-01405,2025-11-26,Occidente,19.2,6.4,56.0,nublado
C-01406,2025-05-16,Norte,23.6,0,53.3,nublado
C-01407,2025-06-09,Occidente,26.3,20.6,68.2,lluvia
C-01408,2025-04-10,Centro,27.8,5.7,85.5,lluvia
C-01409,2025-06-03,Norte,24.5,11.5,68.7,nublado
C-01410,2025-02-16,Centro,18.7,4.7,86.9,nublado
C-01411,2025-08-22,Occidente,30.5,3.2,88.5,lluvia
C-01412,2025-02-01,Centro,20.5,13.2,51.0,nublado
C-01413,2025-06-25,Sur,21.1,0.4,79.3,lluvia
C-01414,2025-04-12,Occidente,26.5,8.8,88.6,nublado
C-01415,2025-10-17,Sur,16.8,0,49.1,tormenta
C-01416,2025-04-03,Norte,30.7,9.3,49.2,nublado
C-01417,2025-03-22,Occidente,29.4,10.9,48.0,sequía leve
C-01418,2025-09-29,Oriente,33.3,16.4,75.7,lluvia
C-01419,2025-09-27,Norte,20.1,16.6,66.7,nublado
C-01420,2025-03-26,Occidente,17.3,7.9,57.2,tormenta
C-01421,2025-05-12,Occidente,32.4,6.0,54.4,lluvia
C-01422,2025-12-21,Oriente,17.3,14.1,57.1,soleado
C-01423,2025-02-12,Sur,25.5,4.7,76.1,estable
C-01424,2025-02-10,Sur,18.4,0.9,94.0,tormenta
C-01425,2025-06-17,Sur,33.2,8.4,87.9,estable
C-01426,2025-05-01,Occidente,30.6,0,90.0,sequía leve
C-01427,2025-07-07,Oriente,18.7,0,68.7,sequía leve
C-01428,2025-01-22,Occidente,34.5,17.3,94.9,sequía leve
C-01429,2025-12-29,Occidente,34.7,17.9,83.7,sequía leve
C-01430,2025-05-27,Occidente,27.8,6.2,76.4,lluvia
C-01431,2025-03-31,Sur,18.1,4.6,64.3,estable
C-01432,2025-03-14,Oriente,21.0,3.5,55.0,tormenta
C-01433,2025-03-30,Oriente,31.1,5.6,71.8,sequía leve
C-01434,2025-04-20,Occidente,23.8,9.1,73.2,tormenta
C-01435,2025-09-24,Centro,21.5,0.7,57.0,sequía leve
C-01436,2025-01-17,Sur,27.0,12.9,82.0,tormenta
C-01437,2025-10-28,Norte,24.1,13.3,58.9,lluvia
C-01438,2025-05-16,Oriente,22.1,13.3,56.1,estable
C-01439,2025-11-16,Sur,31.0,6.6,86.3,tormenta
C-01440,2025-03-04,Occidente,21.0,1.9,86.1,estable
C-01441,2025-02-28,Oriente,30.3,14.6,96.9,estable
C-01442,2025-04-17,Centro,33.1,11.0,48.3,nublado
C-01443,2025-07-05,Centro,32.9,16.6,80.7,lluvia
C-01444,2025-07-22,Sur,33.1,16.3,57.9,estable
C-01445,2025-04-30,Oriente,29.0,2.1,53.3,nublado
C-01446,2025-05-31,Sur,18.2,7.1,70.0,sequía leve
C-01447,2025-04-07,Oriente,25.0,18.2,94.9,nublado
C-01448,2025-05-21,Centro,32.1,26.1,55.1,estable
C-01449,2025-05-08,Centro,17.1,0,85.1,estable
C-01450,2025-03-15,Oriente,32.2,3.9,82.7,estable
C-01451,2025-04-25,Centro,18.1,1.4,91.0,lluvia
C-01452,2025-01-31,Sur,17.6,10.1,69.1,lluvia
C-01453,2025-12-05,Sur,18.6,0.5,84.0,lluvia
C-01454,2025-05-07,Sur,16.5,0.9,66.0,lluvia
C-01455,2025-01-01,Norte,25.6,12.3,63.1,nublado
C-01456,2025-07-04,Centro,25.7,9.3,64.9,nublado
C-01457,2025-07-08,Oriente,23.0,9.5,91.0,tormenta
C-01458,2025-03-07,Occidente,33.5,19.3,76.0,estable
C-01459,2025-12-01,Sur,32.9,0,66.8,nublado
C-01460,2025-12-22,Occidente,22.0,11.8,58.8,tormenta
C-01461,2025-02-23,Sur,31.3,17.0,54.1,estable
C-01462,2025-11-29,Sur,26.3,0.4,46.6,lluvia
C-01463,2025-10-05,Centro,33.7,0,60.2,estable
C-01464,2025-08-06,Occidente,25.3,3.4,87.9,nublado
C-01465,2025-01-25,Occidente,26.8,1.4,51.7,sequía leve
C-01466,2025-12-14,Norte,28.4,0,48.7,nublado
C-01467,2025-02-22,Norte,27.6,17.8,53.8,soleado
C-01468,2025-08-05,Occidente,29.5,0.5,71.5,sequía leve
C-01469,2025-05-14,Oriente,25.6,8.9,82.5,lluvia
C-01470,2025-09-09,Sur,33.5,0,94.9,sequía leve
C-01471,2025-08-04,Norte,34.2,16.2,75.2,nublado
C-01472,2025-03-30,Centro,30.7,50.0,91.1,nublado
C-01473,2025-09-11,Sur,16.5,12.4,91.3,nublado
C-01474,2025-06-10,Sur,34.2,5.6,82.2,soleado
C-01475,2025-01-31,Occidente,23.1,0,52.5,tormenta
C-01476,2025-04-29,Norte,28.9,9.0,68.9,sequía leve
C-01477,2025-09-10,Oriente,26.3,0.5,65.5,tormenta
C-01478,2025-02-25,Centro,18.1,0.3,86.1,tormenta
C-01479,2025-02-11,Norte,33.3,0,71.7,lluvia
C-01480,2025-09-20,Centro,27.9,1.8,58.3,soleado
C-01481,2025-08-31,Occidente,33.4,0,76.3,tormenta
C-01482,2025-11-23,Occidente,35.0,0.6,64.4,tormenta
C-01483,2025-10-08,Occidente,27.4,0,91.1,nublado
C-01484,2025-02-10,Centro,21.3,0,93.6,lluvia
C-01485,2025-03-21,Sur,26.6,7.0,64.8,lluvia
C-01486,2025-09-13,Centro,16.3,57.5,91.4,soleado
C-01487,2025-05-06,Sur,29.4,11.9,78.2,nublado
C-01488,2025-04-16,Occidente,28.0,0,91.4,sequía leve
C-01489,2025-01-24,Norte,29.7,6.5,48.3,soleado
C-01490,2025-11-14,Occidente,34.4,2.0,55.8,lluvia
C-01491,2025-09-08,Norte,25.7,14.9,67.5,estable
C-01492,2025-07-23,Norte,34.5,5.1,93.9,nublado
C-01493,2025-10-06,Sur,22.4,16.9,72.4,lluvia
C-01494,2025-09-24,Norte,23.8,6.3,45.4,nublado
C-01495,2025-06-30,Sur,21.3,0,53.7,soleado
C-01496,2025-09-29,Sur,33.9,9.1,87.2,lluvia
C-01497,2025-01-07,Sur,23.4,1.1,52.7,sequía leve
C-01498,2025-07-19,Occidente,25.3,0,94.4,lluvia
C-01499,2025-08-03,Oriente,26.5,9.6,85.4,sequía leve
C-01500,2025-04-12,Oriente,26.9,0,90.5,sequía leve
C-01501,2025-12-22,Occidente,16.2,8.0,62.4,estable
C-01502,2025-03-11,Occidente,23.9,0,54.8,nublado
C-01503,2025-02-10,Occidente,24.6,10.8,97.3,estable
C-01504,2025-07-31,Norte,24.3,23.9,82.5,estable
C-01505,2025-04-22,Norte,31.6,0,89.3,soleado
C-01506,2025-07-06,Centro,26.0,17.7,96.5,tormenta
C-01507,2025-01-27,Occidente,16.1,0,51.2,nublado
C-01508,2025-01-25,Centro,32.3,8.3,77.6,estable
C-01509,2025-02-08,Oriente,25.1,7.8,63.7,lluvia
C-01510,2025-05-28,Occidente,34.4,0,92.6,sequía leve
C-01511,2025-10-22,Oriente,32.2,9.3,73.5,lluvia
C-01512,2025-10-19,Occidente,23.4,48.6,53.9,lluvia
C-01513,2025-09-22,Occidente,33.8,5.9,84.7,sequía leve
C-01514,2025-10-16,Centro,23.6,0,87.3,estable
C-01515,2025-10-18,Oriente,20.4,5.4,81.8,tormenta
C-01516,2025-04-15,Occidente,25.0,11.0,57.5,tormenta
C-01517,2025-05-23,Centro,28.2,11.7,86.8,soleado
C-01518,2025-03-02,Centro,23.1,0.3,55.7,tormenta
C-01519,2025-11-03,Oriente,20.8,17.5,50.0,lluvia
C-01520,2025-01-19,Sur,23.3,2.3,50.3,nublado
C-01521,2025-01-23,Oriente,34.0,4.8,84.0,tormenta
C-01522,2025-07-12,Occidente,24.7,6.5,95.0,soleado
C-01523,2025-10-09,Sur,23.2,5.9,72.0,nublado
C-01524,2025-01-26,Sur,31.1,17.4,55.2,nublado
C-01525,2025-07-26,Sur,16.3,17.9,70.2,soleado
C-01526,2025-03-18,Sur,22.6,11.3,84.3,tormenta
C-01527,2025-02-01,Norte,27.3,17.8,45.6,lluvia
C-01528,2025-05-14,Norte,24.0,4.8,93.3,lluvia
C-01529,2025-02-08,Occidente,30.5,11.6,61.3,nublado
C-01530,2025-09-28,Oriente,18.3,9.1,69.8,soleado
C-01531,2025-04-16,Norte,25.8,0,86.4,nublado
C-01532,2025-07-12,Oriente,30.1,0,78.0,nublado
C-01533,2025-07-21,Sur,30.8,12.3,94.2,estable
C-01534,2025-07-10,Oriente,28.7,42.6,47.4,soleado
C-01535,2025-09-08,Centro,28.2,24.4,78.3,lluvia
C-01536,2025-06-16,Occidente,27.8,11.2,76.3,lluvia
C-01537,2025-02-13,Oriente,18.4,0,66.3,lluvia
C-01538,2025-08-06,Norte,20.1,0,69.6,nublado
C-01539,2025-01-24,Norte,28.4,0,94.9,soleado
C-01540,2025-02-03,Centro,22.8,0,58.7,sequía leve
C-01541,2025-04-28,Centro,26.0,0,65.2,sequía leve
C-01542,2025-10-02,Sur,29.1,2.8,58.2,sequía leve
C-01543,2025-08-20,Sur,30.8,1.2,66.8,soleado
C-01544,2025-02-13,Norte,24.8,0,81.3,soleado
C-01545,2025-07-31,Sur,23.0,5.9,69.3,nublado
C-01546,2025-08-31,Centro,34.2,2.1,79.1,lluvia
C-01547,2025-06-25,Occidente,31.7,5.3,64.7,soleado
C-01548,2025-09-12,Centro,18.4,0,76.8,nublado
C-01549,2025-06-08,Sur,30.3,0,77.7,lluvia
C-01550,2025-06-24,Sur,18.4,1.8,77.5,nublado
C-01551,2025-07-17,Sur,18.3,1.6,95.1,sequía leve
C-01552,2025-11-06,Sur,17.0,0,63.2,sequía leve
C-01553,2025-10-18,Oriente,32.2,0,50.3,lluvia
C-01554,2025-10-25,Occidente,24.1,9.7,71.4,lluvia
C-01555,2025-08-26,Oriente,32.6,3.8,83.5,soleado
C-01556,2025-06-20,Occidente,24.9,9.1,68.6,tormenta
C-01557,2025-09-08,Sur,24.1,13.8,55.4,soleado
C-01558,2025-07-30,Occidente,19.8,1.4,80.4,nublado
C-01559,2025-08-02,Occidente,28.7,1.1,90.0,estable
C-01560,2025-06-12,Sur,27.1,28.9,60.2,nublado
C-01561,2025-08-05,Occidente,29.1,0,95.0,nublado
C-01562,2025-07-29,Norte,23.5,4.7,85.6,lluvia
C-01563,2025-10-01,Occidente,20.7,0,94.5,tormenta
C-01564,2025-06-22,Sur,18.0,19.0,88.9,estable
C-01565,2025-02-28,Centro,28.4,5.2,89.9,sequía leve
C-01566,2025-12-02,Occidente,32.2,15.5,60.1,tormenta
C-01567,2025-02-14,Norte,19.7,7.5,47.2,soleado
C-01568,2025-01-22,Oriente,29.8,0,70.7,nublado
C-01569,2025-04-10,Occidente,32.3,16.7,75.5,sequía leve
C-01570,2025-07-15,Centro,22.8,19.1,78.6,nublado
C-01571,2025-11-09,Occidente,26.2,0,86.0,lluvia
C-01572,2025-08-04,Sur,23.2,8.8,54.0,tormenta
C-01573,2025-08-05,Norte,26.2,4.9,48.8,tormenta
C-01574,2025-03-06,Norte,21.6,53.3,95.7,lluvia
C-01575,2025-06-06,Norte,33.5,0,65.4,soleado
C-01576,2025-06-07,Occidente,17.0,0,72.2,lluvia
C-01577,2025-10-18,Oriente,16.8,2.5,79.7,estable
C-01578,2025-07-06,Occidente,18.6,0,55.5,soleado
C-01579,2025-05-30,Centro,23.7,2.0,89.2,tormenta
C-01580,2025-12-20,Sur,34.9,19.6,57.7,nublado
C-01581,2025-12-31,Occidente,31.0,5.6,83.8,soleado
C-01582,2025-01-12,Sur,32.3,9.5,90.8,lluvia
C-01583,2025-11-25,Sur,16.5,5.4,51.6,sequía leve
C-01584,2025-09-21,Centro,21.5,2.5,84.5,soleado
C-01585,2025-04-05,Occidente,27.4,12.0,90.2,lluvia
C-01586,2025-02-27,Sur,22.3,18.0,86.0,tormenta
C-01587,2025-01-13,Norte,28.4,0,68.0,sequía leve
C-01588,2025-12-28,Norte,32.5,0.4,67.3,lluvia
C-01589,2025-12-09,Occidente,17.9,7.6,92.2,sequía leve
C-01590,2025-08-12,Oriente,30.7,3.7,95.0,lluvia
C-01591,2025-03-26,Centro,26.3,0,65.9,estable
C-01592,2025-09-19,Norte,24.8,9.9,92.8,tormenta
C-01593,2025-10-16,Centro,28.7,6.9,53.9,sequía leve
C-01594,2025-07-14,Oriente,20.6,12.7,91.5,soleado
C-01595,2025-08-29,Sur,17.0,3.2,92.9,soleado
C-01596,2025-02-21,Sur,17.2,0,45.3,nublado
C-01597,2025-11-12,Norte,30.2,1.6,47.0,nublado
C-01598,2025-09-23,Sur,30.6,0.8,60.4,sequía leve
C-01599,2025-09-02,Centro,22.4,1.1,71.2,sequía leve
C-01600,2025-06-23,Occidente,19.7,31.6,55.4,estable
C-01601,2025-09-08,Oriente,30.0,0,71.6,estable
C-01602,2025-11-06,Sur,32.3,0,64.1,sequía leve
C-01603,2025-12-04,Oriente,34.5,13.6,82.9,soleado
C-01604,2025-11-09,Norte,28.9,0,82.2,sequía leve
C-01605,2025-08-03,Occidente,28.0,14.0,85.6,nublado
C-01606,2025-10-20,Sur,33.2,9.9,77.5,soleado
C-01607,2025-12-31,Occidente,24.2,6.7,85.8,soleado
C-01608,2025-12-09,Sur,34.3,0,86.8,sequía leve
C-01609,2025-12-08,Oriente,17.8,0,52.4,sequía leve
C-01610,2025-09-06,Occidente,16.8,0,95.1,soleado
C-01611,2025-01-08,Sur,30.9,16.8,75.9,sequía leve
C-01612,2025-08-05,Sur,27.1,3.5,61.7,estable
C-01613,2025-05-10,Sur,25.3,0,67.0,soleado
C-01614,2025-09-01,Norte,32.4,3.0,66.4,estable
C-01615,2025-11-23,Oriente,29.4,11.8,50.4,lluvia
C-01616,2025-09-03,Centro,27.1,7.9,74.4,lluvia
C-01617,2025-10-18,Sur,21.5,2.3,79.3,sequía leve
C-01618,2025-07-07,Centro,26.2,17.1,62.6,nublado
C-01619,2025-04-02,Sur,22.0,5.7,76.0,soleado
C-01620,2025-03-25,Sur,24.8,9.3,55.1,soleado
C-01621,2025-05-02,Oriente,27.6,2.6,59.5,nublado
C-01622,2025-08-30,Norte,25.4,4.9,60.8,estable
C-01623,2025-09-19,Occidente,21.4,3.7,87.1,estable
C-01624,2025-09-03,Occidente,24.6,15.5,46.1,lluvia
C-01625,2025-02-13,Oriente,27.6,15.9,87.6,tormenta
C-01626,2025-04-21,Centro,34.2,0,85.0,lluvia
C-01627,2025-06-29,Sur,20.3,0.5,77.9,lluvia
C-01628,2025-09-10,Sur,27.7,16.3,52.0,tormenta
C-01629,2025-07-11,Sur,29.2,0,96.2,soleado
C-01630,2025-09-12,Sur,28.3,0,83.3,soleado
C-01631,2025-08-29,Oriente,31.0,11.8,78.9,nublado
C-01632,2025-02-18,Centro,26.4,9.8,69.3,soleado
C-01633,2025-05-26,Occidente,17.3,10.1,47.0,tormenta
C-01634,2025-04-13,Occidente,26.7,5.5,90.0,lluvia
C-01635,2025-10-20,Norte,17.1,4.9,57.4,soleado
C-01636,2025-06-19,Occidente,31.3,18.1,80.8,nublado
C-01637,2025-11-08,Centro,19.4,5.7,67.7,estable
C-01638,2025-09-29,Centro,16.1,3.1,46.1,lluvia
C-01639,2025-12-28,Centro,22.2,0,77.4,tormenta
C-01640,2025-08-22,Sur,32.9,12.7,56.1,soleado
C-01641,2025-08-31,Oriente,19.6,9.7,66.8,tormenta
C-01642,2025-06-15,Centro,33.6,3.9,86.3,estable
C-01643,2025-12-19,Occidente,16.1,5.0,85.4,nublado
C-01644,2025-06-12,Sur,33.0,3.2,63.6,tormenta
C-01645,2025-10-24,Oriente,25.2,1.5,54.5,lluvia
C-01646,2025-12-10,Sur,32.6,17.8,72.9,lluvia
C-01647,2025-06-20,Oriente,34.1,0,62.5,nublado
C-01648,2025-04-25,Occidente,30.6,0,60.9,nublado
C-01649,2025-05-18,Oriente,30.0,13.2,70.8,nublado
C-01650,2025-02-24,Sur,31.3,0,87.2,lluvia
C-01651,2025-07-31,Norte,27.6,6.4,95.8,nublado
C-01652,2025-11-21,Norte,30.2,2.6,73.3,lluvia
C-01653,2025-01-17,Occidente,17.2,7.5,79.1,sequía leve
C-01654,2025-08-26,Sur,18.3,0,58.9,lluvia
C-01655,2025-04-19,Norte,20.4,15.1,87.1,estable
C-01656,2025-11-30,Occidente,16.0,17.5,79.8,lluvia
C-01657,2025-05-17,Oriente,30.3,2.5,63.8,nublado
C-01658,2025-10-10,Norte,27.9,0,74.8,sequía leve
C-01659,2025-06-20,Centro,16.8,8.5,91.4,lluvia
C-01660,2025-12-22,Sur,20.6,21.0,64.1,nublado
C-01661,2025-03-20,Oriente,20.5,0,78.2,soleado
C-01662,2025-05-31,Oriente,16.6,8.6,48.6,nublado
C-01663,2025-10-29,Oriente,26.4,5.0,52.1,sequía leve
C-01664,2025-01-27,Occidente,32.9,17.3,75.2,lluvia
C-01665,2025-05-03,Norte,28.3,4.4,83.9,nublado
C-01666,2025-09-29,Norte,19.6,5.1,91.0,sequía leve
C-01667,2025-11-12,Oriente,27.0,2.3,95.6,lluvia
C-01668,2025-08-09,Centro,27.9,7.7,45.8,soleado
C-01669,2025-10-21,Sur,25.6,61.7,74.3,estable
C-01670,2025-06-02,Centro,18.9,7.5,51.9,nublado
C-01671,2025-08-28,Sur,33.5,24.9,73.6,soleado
C-01672,2025-06-19,Centro,18.7,5.1,77.7,tormenta
C-01673,2025-05-02,Occidente,25.0,10.8,82.6,estable
C-01674,2025-09-17,Occidente,29.9,5.5,95.3,tormenta
C-01675,2025-12-06,Sur,17.0,2.1,59.8,soleado
C-01676,2025-08-14,Centro,21.9,0.4,59.9,soleado
C-01677,2025-10-06,Occidente,21.3,0.5,76.6,sequía leve
C-01678,2025-10-21,Centro,29.1,41.0,76.7,tormenta
C-01679,2025-02-21,Oriente,20.3,19.7,77.1,estable
C-01680,2025-10-30,Centro,28.7,17.1,49.9,lluvia
C-01681,2025-03-12,Centro,21.9,0,84.5,sequía leve
C-01682,2025-09-21,Oriente,31.0,14.8,76.0,estable
C-01683,2025-07-30,Norte,31.9,8.3,97.1,sequía leve
C-01684,2025-07-14,Centro,33.6,58.1,83.2,tormenta
C-01685,2025-07-11,Oriente,27.6,0,63.3,tormenta
C-01686,2025-01-22,Oriente,25.6,9.1,83.8,lluvia
C-01687,2025-12-21,Occidente,18.1,6.1,58.6,soleado
C-01688,2025-12-12,Sur,20.1,0,89.6,nublado
C-01689,2025-02-04,Occidente,21.1,0,79.0,tormenta
C-01690,2025-07-19,Norte,26.7,3.3,67.3,lluvia
C-01691,2025-08-04,Centro,30.8,0,50.0,lluvia
C-01692,2025-01-25,Sur,23.4,0.1,72.6,tormenta
C-01693,2025-08-10,Norte,32.8,12.0,55.3,sequía leve
C-01694,2025-07-17,Occidente,24.7,11.2,80.2,lluvia
C-01695,2025-03-21,Oriente,18.8,19.5,97.4,soleado
C-01696,2025-04-28,Occidente,19.1,13.9,70.7,tormenta
C-01697,2025-07-26,Norte,16.7,0,73.6,soleado
C-01698,2025-11-18,Norte,17.2,5.0,60.9,tormenta
C-01699,2025-01-24,Centro,24.0,6.2,76.3,lluvia
C-01700,2025-11-13,Sur,33.0,0,46.6,nublado
C-01701,2025-10-07,Oriente,17.7,0,80.5,sequía leve
C-01702,2025-08-30,Occidente,23.2,59.0,78.2,estable
C-01703,2025-12-08,Occidente,26.3,12.1,83.3,soleado
C-01704,2025-01-22,Norte,16.9,0,82.7,soleado
C-01705,2025-08-05,Centro,28.2,0.8,61.5,sequía leve
C-01706,2025-08-03,Sur,30.4,11.0,96.9,estable
C-01707,2025-09-15,Sur,25.2,0,79.9,lluvia
C-01708,2025-06-24,Oriente,32.9,0,70.2,estable
C-01709,2025-03-16,Sur,23.9,13.3,46.4,lluvia
C-01710,2025-02-18,Norte,22.0,0.6,96.9,sequía leve
C-01711,2025-08-06,Occidente,25.7,10.3,94.9,nublado
C-01712,2025-12-22,Norte,34.8,0,54.8,sequía leve
C-01713,2025-12-18,Sur,28.6,2.8,76.1,soleado
C-01714,2025-09-19,Sur,17.9,8.4,97.2,soleado
C-01715,2025-07-31,Norte,32.8,0.8,96.3,estable
C-01716,2025-03-16,Sur,25.1,10.5,60.0,estable
C-01717,2025-01-04,Centro,16.0,3.4,53.6,sequía leve
