id_registro,fecha,finca,codigo_animal,turno,litros,temperatura_c,observacion,tecnico
L-09128,2025-11-14,San Miguel,LA-1191,tarde,10.97,31.4,sin novedad,Jorge
L-09129,2025-08-20,El Roble,SA-0432,tarde,11.87,19.7,animal en control,Marta
L-09130,2025-12-18,Santa Lucia,EL-0400,tarde,11.96,29.0,normal,Marta
L-09131,2025-10-23,Los Guaduales,BU-1716,tarde,14.95,31.1,dato estimado,Marta
L-09132,2025-08-27,Buenos Aires,SA-0360,tarde,6.5,27.4,dato estimado,Luis
L-09133,2025-01-08,El Progreso,LA-1251,manana,11.22,21.1,lluvia fuerte,Ana
L-09134,2025-05-05,San Miguel,LA-1497,manana,15.17,25.9,sin novedad,Jorge
L-09135,2025-12-04,El Progreso,EL-1795,manana,13.21,33.4,normal,Carlos
L-09136,2025-02-09,La Esperanza,LO-1516,manana,11.47,30.6,sin novedad,Jorge
L-09137,2025-06-21,La Pradera,LO-1681,tarde,16.04,28.6,lluvia fuerte,Marta
L-09138,2025-01-15,El Progreso,EL-1674,manana,11.39,19.3,revisar vacuna,Jorge
L-09139,2025-11-21,Buenos Aires,EL-0927,manana,10.46,27.0,normal,Luis
L-09140,2025-01-24,La Pradera,LA-0342,tarde,14.06,17.7,lluvia fuerte,Marta
L-09141,2025-08-29,Santa Lucia,EL-0992,tarde,4.43,26.5,revisar vacuna,Carlos
L-09142,2025-03-03,Los Guaduales,LA-2474,tarde,7.93,27.4,revisar vacuna,Marta
L-09143,2025-09-03,Los Guaduales,EL-1312,manana,13.79,18.0,normal,Paola
L-09144,2025-10-31,Buenos Aires,SA-1900,manana,14.32,20.0,dato estimado,Jorge
L-09145,2025-04-15,El Progreso,LA-2094,manana,9.45,27.3,revisar vacuna,Luis
L-09146,2025-10-18,La Esperanza,LA-1218,tarde,10.57,18.5,animal en control,Paola
L-09147,2025-11-05,Los Guaduales,SA-2110,tarde,11.98,33.6,dato estimado,Luis
L-09148,2025-09-03,Santa Lucia,LA-0669,tarde,12.93,18.2,normal,Carlos
L-09149,2025-11-23,El Roble,SA-0558,tarde,12.83,18.2,revisar vacuna,Carlos
L-09150,2025-06-28,La Pradera,BU-2307,manana,11.62,31.5,lluvia fuerte,Luis
L-09151,2025-09-11,San Miguel,SA-0118,manana,6.41,25.3,animal en control,Marta
L-09152,2025-04-06,Santa Lucia,LA-2007,tarde,19.21,31.0,revisar vacuna,Luis
L-09153,2025-04-23,La Pradera,BU-0920,tarde,12.75,29.2,sin novedad,Ana
L-09154,2025-01-22,La Pradera,LA-2297,tarde,6.07,19.7,revisar vacuna,Luis
L-09155,2025-07-18,Santa Lucia,EL-0009,tarde,10.62,33.3,lluvia fuerte,Ana
L-09156,2025-04-23,Santa Lucia,BU-1780,manana,14.61,23.7,lluvia fuerte,Carlos
L-09157,2025-11-27,El Progreso,BU-0082,manana,14.79,31.9,revisar vacuna,Marta
L-09158,2025-02-27,Santa Lucia,BU-1482,tarde,8.87,23.8,lluvia fuerte,Ana
L-09159,2025-08-25,El Roble,LO-2135,manana,15.22,22.5,baja alimentacion,Jorge
L-09160,2025-03-18,San Miguel,LA-2418,tarde,10.72,31.7,sin novedad,Luis
L-09161,2025-10-02,La Esperanza,EL-1448,manana,11.59,22.7,animal en control,Carlos
L-09162,2025-06-28,El Roble,LA-2007,tarde,11.25,30.2,animal en control,Marta
L-09163,2025-05-10,La Esperanza,EL-0948,tarde,9.81,33.6,revisar vacuna,Ana
L-09164,2025-11-27,La Pradera,BU-2354,tarde,13.36,26.5,dato estimado,Luis
L-09165,2025-12-28,Santa Lucia,LA-2152,tarde,5.42,24.9,animal en control,Marta
L-09166,2025-01-01,Santa Lucia,EL-1952,manana,7.5,17.8,animal en control,Jorge
L-09167,2025-06-17,El Roble,LA-0060,tarde,10.83,22.9,revisar vacuna,Marta
L-09168,2025-09-11,El Roble,SA-1385,tarde,10.59,19.6,lluvia fuerte,Jorge
L-09169,2025-06-19,La Esperanza,SA-1152,manana,14.58,18.2,baja alimentacion,Jorge
L-09170,2025-03-10,Buenos Aires,SA-0286,manana,9.78,26.2,normal,Paola
L-09171,2025-07-21,San Miguel,LA-1635,manana,11.43,23.5,lluvia fuerte,Ana
L-09172,2025-04-03,La Esperanza,SA-1859,manana,16.88,33.3,lluvia fuerte,Carlos
L-09173,2025-09-29,Buenos Aires,LO-1110,manana,11.7,30.6,revisar vacuna,Jorge
L-09174,2025-10-20,El Roble,SA-0144,tarde,9.19,30.1,animal en control,Jorge
L-09175,2025-12-02,La Esperanza,SA-1720,tarde,14.66,27.7,dato estimado,Marta
L-09176,2025-02-19,La Esperanza,SA-0865,tarde,9.14,31.2,revisar vacuna,Paola
L-09177,2025-01-13,El Roble,LA-0129,tarde,16.87,21.8,normal,Ana
L-09178,2025-02-19,El Progreso,LO-1523,tarde,9.83,33.6,dato estimado,Marta
L-09179,2025-10-04,Santa Lucia,LO-2432,manana,12.89,21.8,dato estimado,Ana
L-09180,2025-09-01,San Miguel,EL-2046,manana,10.32,33.8,normal,Ana
L-09181,2025-10-05,Buenos Aires,EL-1772,manana,8.59,19.4,baja alimentacion,Luis
L-09182,2025-12-10,El Roble,SA-1322,manana,13.47,27.9,revisar vacuna,Ana
L-09183,2025-02-20,Buenos Aires,BU-0824,manana,9.05,21.2,normal,Ana
L-09184,2025-03-23,El Progreso,EL-1952,tarde,11.62,23.0,animal en control,Marta
L-09185,2025-06-24,La Pradera,SA-1728,tarde,12.51,22.6,baja alimentacion,Luis
L-09186,2025-09-09,Santa Lucia,BU-0278,manana,14.05,22.1,sin novedad,Carlos
L-09187,2025-07-17,San Miguel,EL-2046,manana,6.74,28.7,baja alimentacion,Carlos
L-09188,2025-06-05,Buenos Aires,SA-0900,tarde,7.92,23.3,dato estimado,Marta
L-09189,2025-11-09,Los Guaduales,LA-0822,manana,13.01,20.3,lluvia fuerte,Carlos
L-09190,2025-05-25,Los Guaduales,EL-0428,manana,9.43,23.5,normal,Ana
L-09191,2025-12-06,La Pradera,LA-0196,tarde,9.27,26.0,lluvia fuerte,Jorge
L-09192,2025-02-20,El Roble,EL-1927,manana,14.53,31.3,dato estimado,Ana
L-09193,2025-09-07,El Roble,LA-0273,tarde,9.51,21.9,revisar vacuna,Marta
L-09194,2025-09-05,El Roble,LA-1908,manana,13.03,28.7,revisar vacuna,Jorge
L-09195,2025-12-14,La Pradera,BU-0061,tarde,10.57,28.0,animal en control,Luis
L-09196,2025-11-11,El Progreso,LA-2152,tarde,10.68,20.3,lluvia fuerte,Ana
L-09197,2025-01-26,El Progreso,BU-0902,manana,14.87,17.5,baja alimentacion,Carlos
L-09198,2025-11-09,Buenos Aires,LA-0300,tarde,13.61,26.2,dato estimado,Jorge
L-09199,2025-07-18,El Progreso,LO-0595,tarde,10.29,22.6,baja alimentacion,Ana
L-09200,2025-11-03,Buenos Aires,BU-0567,manana,10.38,26.3,baja alimentacion,Ana
L-09201,2025-10-14,Los Guaduales,LO-2349,tarde,14.23,20.4,dato estimado,Marta
L-09202,2025-06-15,San Miguel,BU-2231,tarde,9.29,21.8,sin novedad,Ana
L-09203,2025-07-29,Los Guaduales,EL-0333,manana,13.82,22.2,revisar vacuna,Paola
L-09204,2025-02-16,San Miguel,EL-0323,manana,9.49,24.2,baja alimentacion,Luis
L-09205,2025-04-20,Santa Lucia,LO-0607,tarde,8.07,25.9,lluvia fuerte,Marta
L-09206,2025-05-24,La Esperanza,LO-0510,tarde,7.98,18.2,revisar vacuna,Jorge
L-09207,2025-12-11,Buenos Aires,BU-1028,tarde,10.86,28.8,sin novedad,Ana
L-09208,2025-01-04,El Roble,EL-1787,manana,8.57,33.1,sin novedad,Carlos
L-09209,2025-11-15,La Pradera,SA-0725,manana,8.32,17.0,sin novedad,Jorge
L-09210,2025-11-01,Los Guaduales,LO-1292,manana,14.53,30.3,normal,Carlos
L-09211,2025-03-02,San Miguel,BU-1625,manana,,21.4,normal,Luis
L-09212,2025-09-18,Buenos Aires,SA-2494,manana,8.3,28.8,lluvia fuerte,Jorge
L-09213,2025-06-26,El Roble,SA-1399,manana,11.32,22.5,baja alimentacion,Paola
L-09214,2025-07-01,El Roble,EL-0867,manana,7.18,30.7,lluvia fuerte,Marta
L-09215,2025-10-19,Santa Lucia,EL-2221,tarde,13.37,17.6,dato estimado,Marta
L-09216,2025-12-04,San Miguel,BU-0680,tarde,11.77,21.8,normal,Jorge
L-09217,2025-09-23,El Progreso,LA-2440,manana,10.59,24.3,normal,Jorge
L-09218,2025-06-01,El Roble,BU-0375,tarde,5.06,25.4,revisar vacuna,Marta
L-09219,2025-03-22,El Roble,EL-0638,tarde,10.43,29.8,animal en control,Paola
L-09220,2025-12-18,San Miguel,LO-0097,tarde,16.82,29.9,revisar vacuna,Luis
L-09221,2025-06-10,Los Guaduales,LA-1876,manana,4.02,27.9,sin novedad,Luis
L-09222,2025-08-05,Santa Lucia,EL-1538,manana,7.16,23.5,normal,Luis
L-09223,2025-04-14,Buenos Aires,LA-0655,manana,9.11,24.7,sin novedad,Ana
L-09224,2025-03-03,Buenos Aires,LA-0933,manana,12.25,32.1,normal,Marta
L-09225,2025-04-13,La Pradera,EL-0698,tarde,12.0,22.0,lluvia fuerte,Jorge
L-09226,2025-10-13,El Roble,LA-0702,manana,12.47,24.1,lluvia fuerte,Carlos
L-09227,2025-12-15,El Progreso,EL-0847,tarde,10.28,30.8,animal en control,Paola
L-09228,2025-02-08,San Miguel,EL-0402,manana,8.4,18.6,baja alimentacion,Ana
L-09229,2025-09-18,Santa Lucia,SA-1705,manana,15.66,17.0,normal,Luis
L-09230,2025-03-19,La Esperanza,BU-0480,tarde,13.82,23.7,normal,Jorge
L-09231,2025-04-19,La Esperanza,EL-1080,tarde,7.41,33.6,dato estimado,Jorge
L-09232,2025-10-14,Buenos Aires,SA-2313,manana,13.28,24.2,lluvia fuerte,Jorge
L-09233,2025-10-06,El Progreso,SA-1267,tarde,15.93,26.0,lluvia fuerte,Paola
L-09234,2025-07-27,San Miguel,BU-0110,tarde,16.36,26.9,animal en control,Ana
L-09235,2025-01-17,San Miguel,LA-0076,manana,14.21,26.6,baja alimentacion,Ana
L-09236,2025-07-26,San Miguel,LA-1064,manana,15.91,23.9,dato estimado,Luis
L-09237,2025-08-08,Los Guaduales,SA-0887,manana,8.26,27.9,revisar vacuna,Marta
L-09238,2025-07-11,El Progreso,EL-1326,tarde,6.13,25.9,animal en control,Paola
L-09239,2025-06-22,La Pradera,SA-2163,manana,13.05,31.7,revisar vacuna,Paola
L-09240,2025-02-15,El Roble,EL-0554,manana,12.5,24.0,revisar vacuna,Luis
L-09241,2025-02-10,Buenos Aires,BU-0491,manana,12.48,23.5,normal,Carlos
L-09242,2025-06-24,El Roble,LA-0566,manana,12.11,23.3,revisar vacuna,Ana
L-09243,2025-03-17,El Progreso,LO-0632,tarde,12.7,19.2,dato estimado,Luis
L-09244,2025-02-13,La Pradera,SA-0756,tarde,15.65,18.9,revisar vacuna,Carlos
L-09245,2025-02-03,Los Guaduales,BU-1070,manana,3.81,23.0,sin novedad,Ana
L-09246,2025-05-01,Los Guaduales,EL-2113,manana,13.84,25.4,animal en control,Luis
L-09247,2025-02-06,San Miguel,SA-0913,manana,11.54,27.2,dato estimado,Carlos
L-09248,2025-07-08,San Miguel,LA-2288,manana,15.21,20.8,sin novedad,Jorge
L-09249,2025-08-04,Santa Lucia,BU-2405,manana,8.63,21.7,baja alimentacion,Paola
L-09250,2025-04-25,Santa Lucia,BU-0143,tarde,13.45,25.2,lluvia fuerte,Jorge
L-09251,2025-09-16,El Roble,LA-1122,tarde,14.67,21.7,sin novedad,Carlos
L-09252,2025-02-03,Buenos Aires,BU-1625,tarde,10.95,30.4,lluvia fuerte,Carlos
L-09253,2025-01-18,Los Guaduales,EL-2178,manana,7.88,19.4,lluvia fuerte,Luis
L-09254,2025-03-25,Santa Lucia,LO-1373,tarde,15.4,32.0,revisar vacuna,Paola
L-09255,2025-08-13,Buenos Aires,LA-0622,manana,15.18,27.0,baja alimentacion,Luis
L-09256,2025-06-11,El Roble,EL-1651,manana,10.69,28.4,animal en control,Ana
L-09257,2025-02-12,San Miguel,LA-0894,manana,14.01,32.7,dato estimado,Jorge
L-09258,2025-08-05,Santa Lucia,LA-2172,tarde,10.39,17.7,dato estimado,Paola
L-09259,2025-12-12,Buenos Aires,EL-1037,tarde,10.64,24.9,dato estimado,Carlos
L-09260,2025-09-08,Santa Lucia,EL-1383,tarde,6.45,24.1,dato estimado,Marta
L-09261,2025-07-25,Los Guaduales,LO-2138,tarde,12.87,19.2,sin novedad,Jorge
L-09262,2025-04-20,La Pradera,SA-1659,tarde,5.54,31.2,lluvia fuerte,Luis
L-09263,2025-03-13,Santa Lucia,LA-1484,tarde,14.71,19.8,animal en control,Paola
L-09264,2025-07-18,Los Guaduales,BU-1547,tarde,14.07,31.0,revisar vacuna,Marta
L-09265,2025-10-13,La Pradera,LA-0822,manana,6.6,20.5,dato estimado,Carlos
L-09266,2025-10-09,La Esperanza,LA-1157,tarde,8.62,26.1,dato estimado,Carlos
L-09267,2025-06-27,El Roble,LO-0703,tarde,7.61,24.3,animal en control,Ana
L-09268,2025-08-26,Santa Lucia,EL-0440,tarde,15.34,20.5,dato estimado,Ana
L-09269,2025-12-05,La Esperanza,LA-0772,manana,13.35,23.9,normal,Paola
L-09270,2025-11-21,La Pradera,LO-0729,tarde,8.58,17.8,baja alimentacion,Jorge
L-09271,2025-03-30,El Progreso,LA-0687,manana,11.03,26.1,normal,Paola
L-09272,2025-03-27,La Pradera,EL-2489,manana,3.89,28.5,sin novedad,Ana
L-09273,2025-02-02,El Progreso,LO-1486,tarde,5.58,25.0,revisar vacuna,Marta
L-09274,2025-11-20,La Pradera,LA-0205,manana,12.32,24.0,lluvia fuerte,Ana
L-09275,2025-07-25,La Esperanza,EL-0055,manana,18.52,19.2,animal en control,Luis
L-09276,2025-07-20,La Esperanza,EL-1247,manana,9.34,31.8,animal en control,Marta
L-09277,2025-01-21,El Progreso,EL-0089,manana,8.18,26.9,revisar vacuna,Ana
L-09278,2025-12-12,Santa Lucia,LA-2461,tarde,19.99,29.1,animal en control,Jorge
L-09279,2025-11-28,Buenos Aires,EL-0093,tarde,7.71,17.4,animal en control,Luis
L-09280,2025-03-05,El Roble,EL-0854,manana,10.65,32.6,animal en control,Paola
L-09281,2025-10-16,El Roble,LO-0614,tarde,12.59,26.9,baja alimentacion,Marta
L-09282,2025-04-24,El Roble,EL-1477,tarde,13.99,32.5,sin novedad,Paola
L-09283,2025-09-01,Santa Lucia,EL-2364,manana,10.33,32.0,lluvia fuerte,Luis
L-09284,2025-10-27,Buenos Aires,LA-1090,manana,12.9,33.1,lluvia fuerte,Paola
L-09285,2025-04-26,El Progreso,LA-2441,tarde,17.13,26.3,baja alimentacion,Ana
L-09286,2025-05-30,Santa Lucia,BU-1617,manana,4.56,25.6,baja alimentacion,Marta
L-09287,2025-04-23,La Esperanza,LO-0810,manana,7.52,18.6,baja alimentacion,Carlos
L-09288,2025-07-31,Los Guaduales,EL-0919,tarde,8.31,24.5,animal en control,Marta
L-09289,2025-05-04,Los Guaduales,SA-1552,manana,12.49,29.8,sin novedad,Luis
L-09290,2025-05-14,La Esperanza,LO-0562,tarde,13.42,31.4,animal en control,Marta
L-09291,2025-10-26,San Miguel,EL-2284,manana,11.52,22.3,revisar vacuna,Marta
L-09292,2025-06-13,La Esperanza,LO-1660,tarde,15.44,33.9,revisar vacuna,Jorge
L-09293,2025-11-24,La Esperanza,EL-0988,tarde,8.89,20.2,baja alimentacion,Marta
L-09294,2025-08-04,Santa Lucia,LO-0993,tarde,12.45,26.7,animal en control,Ana
L-09295,2025-05-30,El Roble,LA-2421,manana,13.82,18.9,lluvia fuerte,Jorge
L-09296,2025-08-03,El Progreso,BU-1414,tarde,11.25,18.2,dato estimado,Carlos
L-09297,2025-09-03,Buenos Aires,BU-0061,tarde,8.02,21.9,lluvia fuerte,Paola
L-09298,2025-01-11,San Miguel,EL-0835,manana,9.7,17.3,dato estimado,Marta
L-09299,2025-03-23,Los Guaduales,EL-1566,manana,12.15,24.9,lluvia fuerte,Carlos
L-09300,2025-01-11,San Miguel,EL-1811,tarde,16.34,33.5,baja alimentacion,Paola
L-09301,2025-09-09,San Miguel,EL-0194,manana,9.44,31.8,sin novedad,Luis
L-09302,2025-11-20,El Progreso,LA-0838,tarde,9.81,21.3,baja alimentacion,Carlos
L-09303,2025-06-02,San Miguel,LA-1072,manana,11.61,24.6,normal,Paola
L-09304,2025-02-23,La Pradera,SA-1272,tarde,6.62,25.6,baja alimentacion,Marta
L-09305,2025-08-30,San Miguel,BU-1633,tarde,13.61,20.3,animal en control,Luis
L-09306,2025-11-17,Buenos Aires,EL-0312,manana,11.18,21.8,baja alimentacion,Ana
L-09307,2025-06-15,El Progreso,LA-2469,manana,14.07,28.1,sin novedad,Marta
L-09308,2025-07-04,La Pradera,SA-2449,tarde,17.06,23.2,dato estimado,Paola
L-09309,2025-05-21,La Pradera,LA-1047,tarde,9.27,23.8,baja alimentacion,Carlos
L-09310,2025-05-17,Los Guaduales,SA-1900,manana,11.73,21.2,sin novedad,Luis
L-09311,2025-05-11,El Roble,LA-0574,tarde,7.94,28.1,baja alimentacion,Marta
L-09312,2025-11-20,La Esperanza,SA-1859,manana,11.47,32.6,sin novedad,Jorge
L-09313,2025-02-02,La Esperanza,LA-1453,manana,10.99,26.2,normal,Carlos
L-09314,2025-03-10,El Roble,EL-1618,manana,7.86,33.1,animal en control,Jorge
L-09315,2025-11-03,El Roble,BU-1892,tarde,14.0,30.7,revisar vacuna,Paola
L-09316,2025-12-04,La Pradera,SA-0749,tarde,6.33,24.5,revisar vacuna,Paola
L-09317,2025-04-09,La Esperanza,SA-1781,manana,11.65,33.5,normal,Paola
L-09318,2025-02-11,Buenos Aires,LO-1515,manana,10.57,17.4,sin novedad,Carlos
L-09319,2025-08-01,Santa Lucia,LA-1729,manana,17.5,34.0,baja alimentacion,Ana
L-09320,2025-07-27,Santa Lucia,SA-1429,manana,7.33,27.9,revisar vacuna,Ana
L-09321,2025-12-05,El Progreso,SA-1737,tarde,11.72,26.4,revisar vacuna,Carlos
L-09322,2025-09-03,Santa Lucia,BU-1028,manana,15.49,22.3,baja alimentacion,Jorge
L-09323,2025-01-23,La Esperanza,SA-1948,manana,14.07,24.4,sin novedad,Jorge
L-09324,2025-03-15,El Progreso,LA-0858,manana,10.59,25.0,baja alimentacion,Jorge
L-09325,2025-06-21,Santa Lucia,SA-0671,tarde,8.38,28.8,lluvia fuerte,Carlos
L-09326,2025-05-09,San Miguel,EL-2017,manana,11.69,28.7,dato estimado,Luis
L-09327,2025-03-28,San Miguel,BU-1677,tarde,10.79,18.6,revisar vacuna,Marta
L-09328,2025-04-25,La Pradera,LO-1388,manana,10.94,22.3,animal en control,Marta
L-09329,2025-06-13,El Progreso,EL-2423,tarde,10.74,29.5,lluvia fuerte,Jorge
L-09330,2025-06-10,Los Guaduales,LA-0687,manana,15.39,18.6,sin novedad,Paola
L-09331,2025-05-10,San Miguel,EL-1025,manana,9.13,23.5,baja alimentacion,Paola
L-09332,2025-09-11,Los Guaduales,SA-0482,tarde,5.65,22.9,dato estimado,Luis
L-09333,2025-10-04,San Miguel,LA-1838,tarde,9.65,21.8,normal,Marta
L-09334,2025-11-15,Buenos Aires,EL-2112,tarde,5.12,23.7,sin novedad,Carlos
L-09335,2025-03-05,Los Guaduales,EL-2034,manana,12.73,18.5,lluvia fuerte,Luis
L-09336,2025-05-28,Los Guaduales,SA-2014,manana,13.98,20.9,baja alimentacion,Carlos
L-09337,2025-09-07,El Roble,LO-0880,tarde,13.78,29.6,normal,Jorge
L-09338,2025-08-15,El Roble,EL-2209,manana,15.1,19.0,dato estimado,Paola
L-09339,2025-12-24,Santa Lucia,LA-0041,tarde,10.07,25.9,sin novedad,Ana
L-09340,2025-07-20,La Pradera,BU-0603,tarde,15.6,24.9,sin novedad,Luis
L-09341,2025-10-23,San Miguel,EL-0440,tarde,13.3,24.2,animal en control,Ana
L-09342,2025-04-13,Santa Lucia,EL-2033,tarde,9.76,26.2,sin novedad,Paola
L-09343,2025-02-26,Santa Lucia,LA-1308,tarde,6.52,17.9,normal,Jorge
L-09344,2025-02-08,San Miguel,LO-0161,manana,10.63,17.9,revisar vacuna,Carlos
L-09345,2025-01-03,Santa Lucia,LO-2451,tarde,4.77,28.1,normal,Jorge
L-09346,2025-12-31,Buenos Aires,EL-0089,tarde,11.24,30.6,sin novedad,Luis
L-09347,2025-07-15,Santa Lucia,SA-2272,tarde,15.24,30.5,animal en control,Luis
L-09348,2025-11-30,Buenos Aires,SA-0802,manana,9.72,25.1,lluvia fuerte,Paola
L-09349,2025-08-10,Buenos Aires,LA-0775,tarde,11.09,33.4,baja alimentacion,Paola
L-09350,2025-05-08,Buenos Aires,SA-0158,manana,7.73,26.5,revisar vacuna,Jorge
L-09351,2025-02-24,San Miguel,BU-1915,manana,4.73,17.1,animal en control,Jorge
L-09352,2025-01-10,Los Guaduales,LA-1071,manana,6.1,30.5,dato estimado,Paola
L-09353,2025-04-30,San Miguel,BU-1200,manana,9.76,25.2,normal,Paola
L-09354,2025-11-03,La Pradera,EL-2259,manana,13.76,33.1,baja alimentacion,Jorge
L-09355,2025-04-04,San Miguel,LA-0669,manana,12.57,33.7,baja alimentacion,Jorge
L-09356,2025-06-27,El Progreso,SA-1643,manana,11.24,32.0,lluvia fuerte,Jorge
L-09357,2025-05-21,El Roble,LA-1479,tarde,11.65,31.6,baja alimentacion,Carlos
L-09358,2025-01-04,La Pradera,EL-2447,manana,8.63,17.8,baja alimentacion,Marta
L-09359,2025-04-11,El Progreso,LA-2328,manana,6.53,18.7,dato estimado,Carlos
L-09360,2025-08-26,El Progreso,SA-0819,manana,5.57,23.7,animal en control,Luis
L-09361,2025-02-02,El Progreso,BU-2231,tarde,16.99,31.7,lluvia fuerte,Ana
L-09362,2025-06-02,El Roble,EL-0878,tarde,14.13,21.6,lluvia fuerte,Carlos
L-09363,2025-09-15,Santa Lucia,BU-0843,tarde,8.51,25.2,dato estimado,Jorge
L-09364,2025-08-21,San Miguel,LA-0273,manana,11.96,31.7,dato estimado,Luis
L-09365,2025-03-20,El Progreso,BU-2292,manana,7.95,23.7,animal en control,Marta
L-09366,2025-03-14,Santa Lucia,LA-1905,tarde,6.21,28.2,sin novedad,Luis
L-09367,2025-11-28,La Pradera,EL-0939,manana,7.96,33.3,lluvia fuerte,Carlos
L-09368,2025-05-31,Santa Lucia,EL-2470,tarde,13.32,17.6,normal,Jorge
L-09369,2025-12-12,La Pradera,LA-1703,tarde,7.63,24.1,dato estimado,Paola
L-09370,2025-09-19,La Esperanza,SA-0753,tarde,15.61,19.0,animal en control,Marta
L-09371,2025-08-24,Buenos Aires,SA-1353,manana,14.56,28.1,normal,Marta
L-09372,2025-02-13,Santa Lucia,SA-0813,manana,8.92,29.8,lluvia fuerte,Carlos
L-09373,2025-10-06,San Miguel,SA-1458,tarde,7.97,32.5,animal en control,Carlos
L-09374,2025-12-23,Buenos Aires,SA-0872,manana,3.34,21.0,revisar vacuna,Carlos
L-09375,2025-11-06,La Esperanza,EL-0287,tarde,9.44,26.6,lluvia fuerte,Paola
L-09376,2025-08-07,La Esperanza,LA-0321,tarde,10.72,28.8,baja alimentacion,Marta
L-09377,2025-01-01,El Progreso,SA-0248,tarde,11.55,18.4,lluvia fuerte,Jorge
L-09378,2025-02-26,El Roble,LA-1640,tarde,5.1,20.3,sin novedad,Jorge
L-09379,2025-09-08,El Progreso,SA-2177,tarde,3.35,19.2,dato estimado,Marta
L-09380,2025-10-13,Buenos Aires,LO-1211,tarde,11.99,28.4,sin novedad,Carlos
L-09381,2025-03-14,El Progreso,EL-2423,tarde,7.91,24.2,revisar vacuna,Paola
L-09382,2025-09-21,La Pradera,EL-0494,tarde,10.63,32.7,baja alimentacion,Carlos
L-09383,2025-10-11,La Esperanza,LA-0208,tarde,11.86,19.3,animal en control,Paola
L-09384,2025-02-26,El Roble,LA-0908,tarde,10.06,22.7,animal en control,Paola
L-09385,2025-08-15,La Pradera,SA-0468,manana,11.06,23.4,normal,Luis
L-09386,2025-07-24,Santa Lucia,LA-0909,manana,14.99,21.6,dato estimado,Luis
L-09387,2025-05-25,Santa Lucia,SA-1392,tarde,14.03,27.6,sin novedad,Carlos
L-09388,2025-12-09,Los Guaduales,EL-1168,manana,9.02,29.4,baja alimentacion,Carlos
L-09389,2025-07-25,El Progreso,SA-2378,manana,11.91,19.5,animal en control,Ana
L-09390,2025-12-19,Santa Lucia,SA-1149,manana,13.97,26.7,animal en control,Luis
L-09391,2025-04-17,Santa Lucia,LA-0170,tarde,9.04,19.9,normal,Carlos
L-09392,2025-04-06,El Progreso,LO-0810,manana,10.49,22.9,baja alimentacion,Paola
L-09393,2025-03-27,La Pradera,LO-1670,tarde,12.06,17.4,baja alimentacion,Ana
L-09394,2025-05-03,San Miguel,LO-0631,tarde,12.84,20.6,sin novedad,Paola
L-09395,2025-10-07,San Miguel,EL-0323,manana,15.46,29.2,baja alimentacion,Marta
L-09396,2025-12-19,San Miguel,SA-1385,manana,13.06,27.0,normal,Ana
L-09397,2025-06-05,San Miguel,BU-1734,tarde,13.27,17.8,baja alimentacion,Marta
L-09398,2025-11-15,El Roble,LA-0778,manana,13.64,33.0,baja alimentacion,Jorge
L-09399,2025-06-03,Buenos Aires,EL-0940,tarde,10.72,20.4,lluvia fuerte,Carlos
L-09400,2025-05-08,Santa Lucia,SA-1279,manana,10.74,34.0,dato estimado,Jorge
L-09401,2025-12-17,Santa Lucia,LA-2346,tarde,11.2,31.2,sin novedad,Marta
L-09402,2025-12-13,Santa Lucia,LO-1356,tarde,11.8,23.4,revisar vacuna,Paola
L-09403,2025-11-01,Los Guaduales,LA-1586,manana,8.63,21.2,sin novedad,Luis
L-09404,2025-10-05,Los Guaduales,EL-1470,manana,8.26,21.9,animal en control,Luis
L-09405,2025-06-05,San Miguel,SA-1958,tarde,11.26,20.9,sin novedad,Carlos
L-09406,2025-11-09,El Progreso,LA-0669,tarde,4.73,26.4,baja alimentacion,Paola
L-09407,2025-06-04,La Pradera,SA-0165,manana,10.83,28.2,dato estimado,Luis
L-09408,2025-09-15,Buenos Aires,SA-0980,tarde,7.43,26.8,sin novedad,Ana
L-09409,2025-09-18,El Progreso,LO-2420,tarde,6.13,30.3,baja alimentacion,Paola
L-09410,2025-10-06,La Esperanza,BU-1941,manana,9.02,23.7,animal en control,Marta
L-09411,2025-04-06,Los Guaduales,SA-1038,manana,14.55,30.3,sin novedad,Marta
L-09412,2025-01-16,San Miguel,EL-1783,manana,5.96,18.3,normal,Paola
L-09413,2025-02-16,La Esperanza,SA-0695,manana,10.85,21.8,baja alimentacion,Luis
L-09414,2025-06-05,La Esperanza,EL-1313,tarde,8.97,25.6,dato estimado,Marta
L-09415,2025-09-19,San Miguel,LA-1427,tarde,8.18,29.7,revisar vacuna,Carlos
L-09416,2025-08-03,La Pradera,BU-1493,tarde,11.92,26.7,revisar vacuna,Luis
L-09417,2025-07-13,San Miguel,EL-0513,tarde,5.17,27.5,revisar vacuna,Paola
L-09418,2025-03-28,La Esperanza,LA-1548,manana,9.89,24.8,normal,Carlos
L-09419,2025-12-08,Santa Lucia,LA-1072,tarde,12.77,27.8,normal,Paola
L-09420,2025-07-11,Los Guaduales,EL-0306,manana,14.97,33.5,lluvia fuerte,Marta
L-09421,2025-03-22,Los Guaduales,EL-0947,manana,20.78,29.9,revisar vacuna,Paola
L-09422,2025-08-09,El Roble,SA-2213,tarde,11.89,27.1,animal en control,Ana
L-09423,2025-04-30,Buenos Aires,LA-0150,manana,13.23,30.6,sin novedad,Jorge
