id_cosecha,fecha,finca,lote,kilos_cosechados,humedad_grano_pct,estado_cultivo,lluvia_ultimos_7_dias_mm
M-04971,2025-12-10,San Miguel,Lote-04,-20,18.9,optimo,37.4
M-04972,2025-03-25,El Roble,Lote-17,195.6,21.6,humedo,69.0
M-04973,2025-12-18,El Roble,Lote-20,210.81,15.3,optimo,39.3
M-04974,2025-11-07,La Esperanza,Lote-18,267.35,19.7,plaga_observada,67.6
M-04975,2025-03-22,El Roble,Lote-17,252.18,26.0,humedo,21.8
M-04976,2025-06-29,El Roble,Lote-09,156.56,23.1,seco,40.2
M-04977,2025-03-02,Santa Lucia,Lote-20,375.19,22.1,seco,25.3
M-04978,2025-12-18,San Miguel,Lote-07,168.44,26.8,listo_para_cosecha,29.5
M-04979,2025-11-13,El Progreso,Lote-06,190.09,26.4,optimo,90.3
M-04980,2025-06-01,Santa Lucia,Lote-11,119.57,10.1,optimo,91.9
M-04981,2025-08-08,El Progreso,Lote-08,212.77,30.6,seco,35.3
M-04982,2025-07-27,El Roble,Lote-11,147.44,14.9,listo_para_cosecha,67.0
M-04983,2025-02-12,El Roble,Lote-06,176.42,28.1,plaga_observada,74.0
M-04984,2025-08-03,La Esperanza,Lote-04,199.85,25.4,listo_para_cosecha,59.0
M-04985,2025-04-18,El Roble,Lote-07,264.44,19.1,humedo,81.4
M-04986,2025-05-14,El Progreso,Lote-10,89.57,13.6,seco,10.2
M-04987,2025-08-09,San Miguel,Lote-23,240.78,15.5,seco,80.7
M-04988,2025-07-11,Santa Lucia,Lote-13,168.21,25.9,listo_para_cosecha,90.6
M-04989,2025-08-24,El Roble,Lote-09,132.12,19.8,seco,17.7
M-04990,2025-02-13,San Miguel,Lote-11,268.27,16.6,optimo,28.2
M-04991,2025-03-01,La Esperanza,Lote-23,228.76,24.0,optimo,80.6
M-04992,2025-10-30,Santa Lucia,Lote-10,114.26,19.7,optimo,49.2
M-04993,2025-05-15,El Progreso,Lote-23,,32.0,optimo,66.4
M-04994,2025-09-06,La Esperanza,Lote-16,166.83,31.9,plaga_observada,93.1
M-04995,2025-03-13,El Progreso,Lote-25,161.68,13.8,humedo,48.5
M-04996,2025-01-02,La Pradera,Lote-19,217.0,13.0,humedo,21.5
M-04997,2025-06-26,La Pradera,Lote-13,148.97,21.6,seco,62.6
M-04998,2025-03-22,Los Guaduales,Lote-10,243.31,20.0,humedo,49.3
M-04999,2025-10-16,Los Guaduales,Lote-18,183.07,16.2,seco,40.8
M-05000,2025-11-30,El Progreso,Lote-05,222.85,17.4,seco,16.2
M-05001,2025-07-13,Buenos Aires,Lote-16,152.43,29.7,listo_para_cosecha,21.8
M-05002,2025-01-24,La Esperanza,Lote-18,196.36,27.5,plaga_observada,5.8
M-05003,2025-06-04,La Esperanza,Lote-09,169.06,11.8,plaga_observada,27.3
M-05004,2025-10-13,La Pradera,Lote-07,209.53,14.8,humedo,7.6
M-05005,2025-09-07,San Miguel,Lote-19,216.72,23.3,plaga_observada,28.0
M-05006,2025-07-17,La Pradera,Lote-05,246.69,13.9,plaga_observada,41.4
M-05007,2025-12-29,Los Guaduales,Lote-14,213.67,17.3,humedo,0.5
M-05008,2025-05-07,Santa Lucia,Lote-08,167.76,18.9,seco,81.3
M-05009,2025-01-11,La Pradera,Lote-18,219.11,27.7,seco,75.1
M-05010,2025-09-09,El Progreso,Lote-20,196.05,28.2,optimo,47.7
M-05011,2025-06-04,El Progreso,Lote-17,80.57,30.2,optimo,91.9
M-05012,2025-12-12,La Esperanza,Lote-14,166.82,16.7,optimo,79.8
M-05013,2025-02-21,Buenos Aires,Lote-17,267.86,31.4,optimo,74.8
M-05014,2025-09-18,El Roble,Lote-16,196.16,24.0,listo_para_cosecha,94.1
M-05015,2025-04-27,El Progreso,Lote-12,273.16,27.1,optimo,11.7
M-05016,2025-06-07,El Progreso,Lote-08,250.68,23.5,plaga_observada,17.0
M-05017,2025-10-10,Buenos Aires,Lote-23,167.94,13.7,plaga_observada,1.7
M-05018,2025-02-20,La Pradera,Lote-09,164.51,15.1,humedo,80.9
M-05019,2025-10-20,San Miguel,Lote-04,171.8,31.8,optimo,22.3
M-05020,2025-12-08,San Miguel,Lote-07,167.16,24.0,optimo,44.4
M-05021,2025-08-14,El Progreso,Lote-18,266.79,17.7,plaga_observada,8.8
M-05022,2025-04-26,La Esperanza,Lote-19,117.78,15.1,optimo,88.0
M-05023,2025-04-05,El Roble,Lote-16,198.28,20.1,optimo,25.4
M-05024,2025-11-04,Los Guaduales,Lote-01,111.74,15.6,plaga_observada,49.8
M-05025,2025-03-25,Buenos Aires,Lote-10,163.22,27.8,optimo,40.2
M-05026,2025-10-02,Los Guaduales,Lote-18,188.07,13.9,humedo,31.9
M-05027,2025-08-21,Los Guaduales,Lote-18,137.39,26.0,plaga_observada,94.4
M-05028,2025-07-22,La Esperanza,Lote-09,169.28,12.6,seco,75.5
M-05029,2025-03-31,El Progreso,Lote-07,171.98,22.5,listo_para_cosecha,34.6
M-05030,2025-02-12,Los Guaduales,Lote-19,153.86,31.7,plaga_observada,69.3
M-05031,2025-11-01,Buenos Aires,Lote-14,219.82,10.5,humedo,79.2
M-05032,2025-11-30,Santa Lucia,Lote-20,232.36,18.4,optimo,34.5
M-05033,2025-07-28,Buenos Aires,Lote-23,195.13,28.1,listo_para_cosecha,28.7
M-05034,2025-07-19,Buenos Aires,Lote-21,72.31,26.4,humedo,88.7
M-05035,2025-10-29,Santa Lucia,Lote-20,229.63,28.2,plaga_observada,38.2
M-05036,2025-01-04,La Esperanza,Lote-17,217.7,13.8,optimo,8.0
M-05037,2025-12-22,El Progreso,Lote-01,162.38,11.3,humedo,65.1
M-05038,2025-08-13,El Roble,Lote-01,262.05,28.9,plaga_observada,66.1
M-05039,2025-01-17,La Esperanza,Lote-19,193.22,28.2,seco,50.2
M-05040,2025-06-18,Santa Lucia,Lote-13,193.86,17.7,seco,31.9
M-05041,2025-09-03,El Roble,Lote-12,238.57,25.9,listo_para_cosecha,54.4
M-05042,2025-06-06,Buenos Aires,Lote-14,176.38,31.3,plaga_observada,24.4
M-05043,2025-08-06,Buenos Aires,Lote-14,130.36,31.2,humedo,84.6
M-05044,2025-06-27,La Pradera,Lote-20,246.55,31.5,plaga_observada,42.5
M-05045,2025-10-23,San Miguel,Lote-12,247.01,26.3,plaga_observada,71.2
M-05046,2025-05-01,Buenos Aires,Lote-02,207.44,19.0,optimo,67.2
M-05047,2025-06-25,La Pradera,Lote-15,167.75,25.2,listo_para_cosecha,8.6
M-05048,2025-05-21,La Pradera,Lote-14,179.09,28.8,plaga_observada,82.6
M-05049,2025-06-05,El Roble,Lote-18,150.58,28.3,optimo,15.7
M-05050,2025-01-08,San Miguel,Lote-09,171.28,16.0,humedo,53.6
M-05051,2025-09-06,Los Guaduales,Lote-21,235.27,22.8,humedo,0.3
M-05052,2025-01-19,El Roble,Lote-11,149.61,10.1,optimo,8.2
M-05053,2025-03-11,San Miguel,Lote-03,213.41,24.0,seco,45.9
M-05054,2025-05-10,San Miguel,Lote-22,138.47,29.3,optimo,37.8
M-05055,2025-04-04,Los Guaduales,Lote-05,216.45,27.9,listo_para_cosecha,94.1
M-05056,2025-07-29,Los Guaduales,Lote-19,158.25,24.0,humedo,67.1
M-05057,2025-10-20,Santa Lucia,Lote-13,236.04,15.7,listo_para_cosecha,32.9
M-05058,2025-07-01,Los Guaduales,Lote-08,194.34,30.1,seco,93.3
M-05059,2025-12-16,El Roble,Lote-23,243.97,11.9,humedo,56.6
M-05060,2025-05-30,Santa Lucia,Lote-12,135.43,26.5,humedo,67.8
M-05061,2025-11-15,La Esperanza,Lote-11,202.99,26.2,seco,61.6
M-05062,2025-06-25,Los Guaduales,Lote-25,195.62,20.5,humedo,19.4
M-05063,2025-07-07,San Miguel,Lote-03,214.73,21.7,seco,41.7
M-05064,2025-10-09,La Pradera,Lote-05,255.57,30.9,humedo,44.0
M-05065,2025-10-22,La Esperanza,Lote-01,215.68,23.8,listo_para_cosecha,44.7
M-05066,2025-11-30,El Progreso,Lote-06,172.35,15.0,optimo,56.1
M-05067,2025-09-26,Buenos Aires,Lote-09,205.99,17.0,plaga_observada,74.4
M-05068,2025-06-29,El Progreso,Lote-03,181.23,31.5,plaga_observada,59.5
M-05069,2025-07-22,El Progreso,Lote-02,177.11,31.0,optimo,86.6
M-05070,2025-07-02,Buenos Aires,Lote-24,271.59,21.8,listo_para_cosecha,42.1
M-05071,2025-09-06,El Progreso,Lote-11,186.18,27.8,plaga_observada,54.2
M-05072,2025-09-26,Santa Lucia,Lote-08,325.23,18.2,listo_para_cosecha,79.0
M-05073,2025-03-21,Los Guaduales,Lote-03,133.19,26.0,humedo,4.5
M-05074,2025-10-17,Buenos Aires,Lote-19,90.62,24.5,plaga_observada,61.9
M-05075,2025-12-12,El Progreso,Lote-04,87.64,32.0,plaga_observada,28.9
M-05076,2025-04-05,Buenos Aires,Lote-20,167.06,22.0,seco,74.1
M-05077,2025-06-05,Los Guaduales,Lote-17,114.11,28.0,seco,8.0
M-05078,2025-12-14,La Pradera,Lote-11,122.67,13.8,optimo,58.3
M-05079,2025-11-09,El Roble,Lote-12,980,22.9,humedo,79.0
M-05080,2025-09-13,Buenos Aires,Lote-23,111.49,26.8,humedo,9.8
M-05081,2025-04-11,El Progreso,Lote-19,190.74,24.6,seco,73.9
M-05082,2025-08-01,San Miguel,Lote-15,225.07,11.6,seco,30.4
M-05083,2025-12-15,San Miguel,Lote-09,204.36,10.9,humedo,69.3
M-05084,2025-06-11,El Progreso,Lote-15,117.81,11.2,humedo,17.9
M-05085,2025-05-02,La Pradera,Lote-10,119.86,20.1,humedo,27.4
M-05086,2025-04-15,San Miguel,Lote-12,182.1,13.7,plaga_observada,92.8
M-05087,2025-07-23,La Pradera,Lote-18,91.21,21.6,humedo,41.5
M-05088,2025-09-06,Buenos Aires,Lote-16,130.72,16.7,humedo,71.0
M-05089,2025-10-01,La Pradera,Lote-23,281.07,23.2,listo_para_cosecha,12.1
M-05090,2025-07-29,Buenos Aires,Lote-04,289.66,15.3,plaga_observada,43.2
M-05091,2025-08-22,Buenos Aires,Lote-16,147.71,26.9,plaga_observada,51.2
M-05092,2025-10-22,Buenos Aires,Lote-04,,27.9,optimo,76.3
M-05093,2025-04-10,La Esperanza,Lote-06,135.61,24.9,humedo,22.0
M-05094,2025-12-30,Los Guaduales,Lote-02,65.06,17.7,seco,57.5
M-05095,2025-11-15,La Pradera,Lote-12,222.6,23.1,seco,89.1
M-05096,2025-02-02,Buenos Aires,Lote-14,193.51,11.2,humedo,81.0
M-05097,2025-02-05,El Roble,Lote-02,192.19,14.9,listo_para_cosecha,40.6
M-05098,2025-09-14,Buenos Aires,Lote-21,151.8,22.2,humedo,40.2
M-05099,2025-08-25,Los Guaduales,Lote-12,124.03,22.2,listo_para_cosecha,89.9
M-05100,2025-12-29,Los Guaduales,Lote-16,197.97,24.4,listo_para_cosecha,30.1
M-05101,2025-12-01,La Esperanza,Lote-04,190.78,21.8,listo_para_cosecha,33.7
M-05102,2025-08-17,El Roble,Lote-18,92.67,10.4,optimo,36.5
M-05103,2025-04-24,El Progreso,Lote-15,202.75,27.1,optimo,77.8
M-05104,2025-12-26,La Esperanza,Lote-01,109.25,22.2,plaga_observada,73.4
M-05105,2025-03-10,Buenos Aires,Lote-13,179.32,24.9,humedo,51.2
M-05106,2025-08-06,La Pradera,Lote-12,222.95,17.8,seco,47.9
M-05107,2025-03-29,La Pradera,Lote-07,222.59,16.6,plaga_observada,22.2
M-05108,2025-12-29,Los Guaduales,Lote-13,168.88,12.9,listo_para_cosecha,74.3
M-05109,2025-10-13,Los Guaduales,Lote-09,189.44,24.1,seco,88.4
M-05110,2025-09-13,Buenos Aires,Lote-10,147.41,27.8,optimo,14.6
M-05111,2025-09-17,La Esperanza,Lote-22,-20,26.9,seco,70.4
M-05112,2025-08-19,Santa Lucia,Lote-22,125.6,15.7,humedo,44.6
M-05113,2025-05-28,El Progreso,Lote-17,61.51,22.8,optimo,1.1
M-05114,2025-12-27,Los Guaduales,Lote-11,176.19,30.9,optimo,8.6
M-05115,2025-09-28,Los Guaduales,Lote-08,296.02,23.1,listo_para_cosecha,79.0
M-05116,2025-08-03,El Roble,Lote-19,180.99,27.3,seco,60.7
M-05117,2025-07-21,Los Guaduales,Lote-13,68.72,28.4,plaga_observada,68.0
M-05118,2025-02-17,El Progreso,Lote-18,118.08,30.0,plaga_observada,60.8
M-05119,2025-02-04,Santa Lucia,Lote-15,121.72,30.6,seco,77.5
M-05120,2025-06-12,La Esperanza,Lote-25,189.15,24.9,listo_para_cosecha,15.1
M-05121,2025-04-13,Los Guaduales,Lote-07,131.47,22.0,optimo,9.5
M-05122,2025-03-18,El Progreso,Lote-01,285.11,31.9,humedo,89.1
M-05123,2025-10-29,Santa Lucia,Lote-24,196.34,30.0,listo_para_cosecha,59.2
M-05124,2025-04-27,Santa Lucia,Lote-07,248.65,28.5,listo_para_cosecha,28.9
M-05125,2025-05-12,Los Guaduales,Lote-04,201.48,16.5,optimo,22.6
M-05126,2025-12-28,San Miguel,Lote-20,231.11,20.9,plaga_observada,46.0
M-05127,2025-05-03,Buenos Aires,Lote-05,202.28,20.0,humedo,42.8
M-05128,2025-02-16,La Pradera,Lote-11,145.96,30.6,optimo,26.1
M-05129,2025-03-19,El Progreso,Lote-12,269.91,25.9,plaga_observada,51.4
M-05130,2025-05-20,La Pradera,Lote-05,204.55,28.8,listo_para_cosecha,52.8
M-05131,2025-11-07,Buenos Aires,Lote-10,203.7,29.6,humedo,61.7
M-05132,2025-12-21,La Pradera,Lote-02,229.51,14.3,listo_para_cosecha,75.3
M-05133,2025-11-18,Santa Lucia,Lote-10,119.33,14.2,plaga_observada,58.5
M-05134,2025-09-25,El Roble,Lote-20,163.87,17.0,seco,12.6
M-05135,2025-05-26,Los Guaduales,Lote-22,173.64,11.0,seco,61.9
M-05136,2025-08-26,Santa Lucia,Lote-25,185.62,30.1,humedo,28.7
M-05137,2025-08-01,La Esperanza,Lote-11,221.16,28.8,seco,57.6
M-05138,2025-12-03,La Pradera,Lote-11,201.1,25.4,seco,5.0
M-05139,2025-01-26,La Esperanza,Lote-08,167.94,22.8,plaga_observada,44.0
M-05140,2025-02-11,El Roble,Lote-15,122.15,31.2,listo_para_cosecha,0.5
M-05141,2025-11-01,Santa Lucia,Lote-21,204.27,21.8,seco,83.2
M-05142,2025-06-26,Los Guaduales,Lote-25,128.34,18.3,listo_para_cosecha,48.0
M-05143,2025-07-21,El Roble,Lote-22,154.32,21.6,humedo,82.4
M-05144,2025-12-12,San Miguel,Lote-06,165.61,31.1,plaga_observada,86.1
M-05145,2025-04-16,El Progreso,Lote-07,94.34,31.0,optimo,30.8
M-05146,2025-04-07,La Pradera,Lote-22,146.63,10.7,seco,77.2
M-05147,2025-04-09,Buenos Aires,Lote-03,152.85,31.8,seco,6.6
M-05148,2025-04-22,La Esperanza,Lote-01,240.39,26.1,seco,29.8
M-05149,2025-04-11,El Progreso,Lote-14,,17.5,seco,15.1
M-05150,2025-12-09,El Progreso,Lote-13,214.99,20.7,listo_para_cosecha,25.4
M-05151,2025-01-28,La Esperanza,Lote-17,208.51,26.8,plaga_observada,58.0
M-05152,2025-03-29,La Pradera,Lote-22,195.59,23.1,optimo,27.9
M-05153,2025-08-28,La Esperanza,Lote-12,175.49,11.7,humedo,38.8
M-05154,2025-12-08,El Progreso,Lote-22,199.38,16.0,plaga_observada,68.8
M-05155,2025-05-23,Santa Lucia,Lote-14,-20,11.6,listo_para_cosecha,48.3
M-05156,2025-09-20,San Miguel,Lote-23,102.56,23.2,optimo,2.5
M-05157,2025-10-07,El Roble,Lote-24,212.63,31.4,humedo,16.3
M-05158,2025-05-13,Santa Lucia,Lote-22,110.23,32.0,seco,87.3
M-05159,2025-08-24,San Miguel,Lote-10,198.26,19.4,plaga_observada,0.0
M-05160,2025-04-29,Los Guaduales,Lote-05,79.11,30.2,plaga_observada,54.4
M-05161,2025-12-30,La Esperanza,Lote-07,194.62,18.7,listo_para_cosecha,4.4
M-05162,2025-05-01,El Progreso,Lote-20,125.55,19.0,humedo,87.9
M-05163,2025-07-03,La Pradera,Lote-20,214.89,16.8,humedo,22.8
M-05164,2025-01-23,Santa Lucia,Lote-11,212.67,27.1,plaga_observada,18.4
M-05165,2025-02-07,Santa Lucia,Lote-12,155.18,25.5,plaga_observada,22.4
M-05166,2025-08-27,El Progreso,Lote-09,171.22,18.5,plaga_observada,63.0
M-05167,2025-05-05,El Progreso,Lote-23,179.04,31.4,optimo,12.1
M-05168,2025-12-29,Los Guaduales,Lote-17,980,30.9,seco,31.2
M-05169,2025-09-29,Santa Lucia,Lote-23,132.04,13.7,optimo,26.4
M-05170,2025-01-23,Buenos Aires,Lote-04,150.2,31.0,seco,92.0
M-05171,2025-07-31,La Pradera,Lote-19,232.56,16.4,listo_para_cosecha,46.1
M-05172,2025-05-27,El Roble,Lote-16,164.05,30.5,listo_para_cosecha,13.5
M-05173,2025-03-28,San Miguel,Lote-15,171.61,30.8,listo_para_cosecha,36.1
M-05174,2025-07-02,La Pradera,Lote-04,174.43,23.1,humedo,47.2
M-05175,2025-08-07,La Esperanza,Lote-12,216.3,14.9,seco,71.8
M-05176,2025-05-20,Santa Lucia,Lote-02,184.87,21.1,seco,12.4
M-05177,2025-05-08,Buenos Aires,Lote-17,189.36,28.3,plaga_observada,40.3
M-05178,2025-02-02,El Roble,Lote-02,173.0,22.4,plaga_observada,0.7
M-05179,2025-07-29,Los Guaduales,Lote-10,161.7,16.1,listo_para_cosecha,64.1
M-05180,2025-03-09,Santa Lucia,Lote-13,134.22,12.8,humedo,48.6
M-05181,2025-11-01,Santa Lucia,Lote-22,204.83,24.9,humedo,22.2
M-05182,2025-11-23,Buenos Aires,Lote-14,207.43,21.8,seco,1.2
M-05183,2025-10-07,San Miguel,Lote-18,259.06,21.4,listo_para_cosecha,57.6
M-05184,2025-09-15,San Miguel,Lote-23,259.17,23.9,optimo,29.8
M-05185,2025-04-24,Santa Lucia,Lote-02,149.73,22.9,optimo,55.3
M-05186,2025-04-08,Santa Lucia,Lote-07,208.08,12.6,listo_para_cosecha,91.0
M-05187,2025-12-30,Los Guaduales,Lote-20,240.58,29.1,humedo,72.0
M-05188,2025-11-26,La Pradera,Lote-10,240.09,28.9,plaga_observada,81.1
M-05189,2025-03-31,La Esperanza,Lote-13,292.19,16.2,listo_para_cosecha,93.9
M-05190,2025-06-09,Santa Lucia,Lote-25,265.81,13.1,seco,62.5
M-05191,2025-03-14,El Roble,Lote-17,169.97,25.3,humedo,8.8
M-05192,2025-12-14,Santa Lucia,Lote-13,152.0,15.6,humedo,42.1
M-05193,2025-02-16,El Progreso,Lote-03,173.74,20.6,humedo,83.2
M-05194,2025-02-13,San Miguel,Lote-24,168.45,30.5,listo_para_cosecha,47.9
M-05195,2025-05-12,Santa Lucia,Lote-07,206.49,26.4,seco,15.3
M-05196,2025-01-14,El Roble,Lote-21,110.85,16.3,plaga_observada,94.3
M-05197,2025-11-15,El Progreso,Lote-17,99.46,18.1,seco,76.5
M-05198,2025-03-18,Los Guaduales,Lote-06,203.15,29.3,plaga_observada,51.3
M-05199,2025-05-15,El Progreso,Lote-01,133.38,18.2,plaga_observada,92.2
M-05200,2025-05-08,Santa Lucia,Lote-10,83.51,23.8,optimo,8.4
M-05201,2025-04-15,La Esperanza,Lote-06,185.06,23.3,listo_para_cosecha,55.5
M-05202,2025-07-03,Buenos Aires,Lote-04,128.34,27.8,seco,42.0
M-05203,2025-10-28,Buenos Aires,Lote-02,82.61,27.0,plaga_observada,56.2
M-05204,2025-02-01,La Esperanza,Lote-10,249.09,16.7,plaga_observada,37.3
M-05205,2025-04-11,San Miguel,Lote-25,102.56,22.8,optimo,48.0
M-05206,2025-08-31,El Progreso,Lote-24,191.36,24.8,seco,90.5
M-05207,2025-05-17,San Miguel,Lote-03,180.1,18.8,humedo,92.6
M-05208,2025-08-26,Buenos Aires,Lote-11,203.47,30.4,seco,10.2
M-05209,2025-10-11,San Miguel,Lote-22,222.87,10.4,plaga_observada,60.3
M-05210,2025-10-09,El Progreso,Lote-11,138.44,24.4,humedo,56.7
M-05211,2025-08-07,El Roble,Lote-07,93.2,13.6,plaga_observada,53.0
M-05212,2025-09-17,San Miguel,Lote-13,171.79,30.1,humedo,58.4
M-05213,2025-01-14,La Pradera,Lote-18,245.59,15.0,plaga_observada,90.9
M-05214,2025-01-12,La Pradera,Lote-07,227.35,28.2,humedo,76.7
M-05215,2025-10-03,Los Guaduales,Lote-08,158.96,25.0,plaga_observada,7.6
M-05216,2025-09-29,El Progreso,Lote-18,288.6,21.8,plaga_observada,58.4
M-05217,2025-06-28,Santa Lucia,Lote-13,229.8,27.5,seco,38.7
M-05218,2025-06-25,Los Guaduales,Lote-21,241.12,28.3,optimo,57.3
M-05219,2025-03-28,La Pradera,Lote-06,158.13,26.2,humedo,35.2
M-05220,2025-09-30,El Roble,Lote-04,159.13,10.8,plaga_observada,67.2
M-05221,2025-09-28,El Roble,Lote-21,141.37,13.3,humedo,49.0
M-05222,2025-11-07,Buenos Aires,Lote-12,118.43,19.6,listo_para_cosecha,50.4
M-05223,2025-10-01,La Pradera,Lote-18,162.05,19.3,optimo,78.6
M-05224,2025-07-16,Santa Lucia,Lote-11,206.9,31.8,plaga_observada,62.2
M-05225,2025-10-04,Buenos Aires,Lote-01,161.74,16.8,seco,12.8
M-05226,2025-12-04,Los Guaduales,Lote-12,187.77,18.5,seco,51.0
M-05227,2025-07-17,La Pradera,Lote-23,234.04,13.2,humedo,7.4
M-05228,2025-03-30,El Progreso,Lote-24,250.96,21.3,seco,11.9
M-05229,2025-12-11,La Esperanza,Lote-19,297.55,30.6,listo_para_cosecha,89.6
M-05230,2025-11-19,La Pradera,Lote-06,142.75,27.4,seco,85.8
M-05231,2025-08-02,El Progreso,Lote-06,176.76,10.4,listo_para_cosecha,37.9
M-05232,2025-05-28,La Pradera,Lote-07,251.75,13.2,listo_para_cosecha,17.0
M-05233,2025-03-01,Los Guaduales,Lote-22,175.09,23.1,optimo,1.4
M-05234,2025-08-18,La Esperanza,Lote-20,200.17,30.0,humedo,46.5
M-05235,2025-06-29,Buenos Aires,Lote-03,190.86,12.1,humedo,6.8
M-05236,2025-04-01,Los Guaduales,Lote-20,202.44,18.6,optimo,74.7
M-05237,2025-04-01,Buenos Aires,Lote-14,211.05,17.7,optimo,43.2
M-05238,2025-02-28,El Roble,Lote-04,200.23,26.0,plaga_observada,51.8
M-05239,2025-01-14,La Esperanza,Lote-24,115.24,22.9,seco,36.6
M-05240,2025-02-12,San Miguel,Lote-13,168.7,13.0,humedo,2.9
M-05241,2025-03-08,Santa Lucia,Lote-22,225.67,28.8,humedo,54.6
M-05242,2025-01-17,San Miguel,Lote-07,215.53,15.7,seco,94.0
M-05243,2025-06-21,Santa Lucia,Lote-12,276.44,11.0,plaga_observada,30.1
M-05244,2025-05-04,El Progreso,Lote-17,150.9,20.4,optimo,63.5
M-05245,2025-02-03,San Miguel,Lote-20,125.58,23.8,plaga_observada,38.6
M-05246,2025-02-19,Buenos Aires,Lote-25,215.67,22.9,seco,23.7
M-05247,2025-08-31,Buenos Aires,Lote-10,183.86,30.7,seco,66.0
M-05248,2025-04-09,El Roble,Lote-15,145.82,31.1,humedo,28.1
M-05249,2025-12-11,El Progreso,Lote-20,150.76,24.9,humedo,8.1
M-05250,2025-02-03,Buenos Aires,Lote-01,213.62,21.2,humedo,20.1
M-05251,2025-08-02,El Roble,Lote-18,205.19,18.4,humedo,31.1
M-05252,2025-10-14,San Miguel,Lote-09,232.65,28.0,seco,80.9
M-05253,2025-06-15,Santa Lucia,Lote-13,148.81,27.3,listo_para_cosecha,62.1
M-05254,2025-07-12,Buenos Aires,Lote-20,145.34,12.9,optimo,61.8
M-05255,2025-01-29,La Pradera,Lote-12,115.94,12.8,optimo,68.4
M-05256,2025-02-02,La Esperanza,Lote-08,205.94,29.5,seco,62.2
M-05257,2025-03-29,El Progreso,Lote-20,-20,17.8,listo_para_cosecha,17.0
M-05258,2025-07-27,La Pradera,Lote-18,196.51,31.3,listo_para_cosecha,50.4
M-05259,2025-03-27,El Progreso,Lote-14,159.99,10.7,humedo,28.9
M-05260,2025-01-31,La Esperanza,Lote-09,196.93,13.7,plaga_observada,47.1
M-05261,2025-10-04,San Miguel,Lote-23,114.42,18.9,listo_para_cosecha,79.3
M-05262,2025-01-02,El Roble,Lote-11,980,16.8,optimo,37.3
M-05263,2025-01-04,El Roble,Lote-23,235.86,11.5,listo_para_cosecha,68.3
M-05264,2025-09-29,Los Guaduales,Lote-22,137.31,30.4,listo_para_cosecha,31.9
M-05265,2025-01-23,El Roble,Lote-04,119.7,27.4,optimo,37.7
M-05266,2025-05-12,El Roble,Lote-02,248.59,19.5,optimo,47.9
M-05267,2025-06-02,Santa Lucia,Lote-17,26.8,15.3,seco,71.1
M-05268,2025-11-02,El Progreso,Lote-24,212.69,26.5,seco,93.4
M-05269,2025-07-16,La Pradera,Lote-22,204.81,18.5,humedo,11.6
M-05270,2025-07-10,El Progreso,Lote-09,180.15,30.5,listo_para_cosecha,59.8
M-05271,2025-03-17,Buenos Aires,Lote-20,113.97,13.9,humedo,1.8
M-05272,2025-02-21,La Pradera,Lote-25,155.92,24.1,plaga_observada,32.3
M-05273,2025-02-01,La Pradera,Lote-06,170.36,16.3,listo_para_cosecha,77.3
M-05274,2025-04-08,San Miguel,Lote-15,142.62,19.7,humedo,22.5
M-05275,2025-06-07,Los Guaduales,Lote-02,129.44,29.6,plaga_observada,13.6
M-05276,2025-03-22,Santa Lucia,Lote-03,149.81,23.5,seco,41.8
M-05277,2025-09-26,Los Guaduales,Lote-21,162.49,19.7,seco,92.9
M-05278,2025-02-08,La Pradera,Lote-04,232.27,27.6,humedo,50.0
M-05279,2025-01-27,San Miguel,Lote-07,171.33,28.5,seco,78.5
M-05280,2025-10-29,Santa Lucia,Lote-04,190.08,14.5,plaga_observada,55.9
M-05281,2025-08-15,Los Guaduales,Lote-18,236.99,19.1,listo_para_cosecha,88.0
M-05282,2025-03-15,San Miguel,Lote-05,104.77,24.1,humedo,27.7
M-05283,2025-06-09,Buenos Aires,Lote-01,151.36,19.0,seco,57.2
M-05284,2025-06-03,San Miguel,Lote-03,158.26,25.4,seco,45.6
M-05285,2025-08-05,Santa Lucia,Lote-05,106.85,18.9,humedo,72.1
M-05286,2025-01-22,Los Guaduales,Lote-25,191.7,20.1,listo_para_cosecha,27.8
M-05287,2025-11-24,El Roble,Lote-05,203.64,13.2,listo_para_cosecha,26.9
M-05288,2025-10-24,San Miguel,Lote-03,206.23,15.9,optimo,19.5
M-05289,2025-06-28,El Roble,Lote-18,136.58,30.4,optimo,22.9
M-05290,2025-03-25,El Progreso,Lote-18,164.61,23.6,listo_para_cosecha,31.7
M-05291,2025-09-21,Buenos Aires,Lote-13,116.3,28.5,plaga_observada,27.5
M-05292,2025-01-09,El Roble,Lote-18,183.83,12.4,plaga_observada,15.9
M-05293,2025-12-25,Buenos Aires,Lote-19,154.73,14.0,seco,16.4
M-05294,2025-02-13,El Progreso,Lote-14,83.05,24.3,humedo,77.6
M-05295,2025-08-23,Los Guaduales,Lote-22,162.39,18.2,seco,88.1
M-05296,2025-01-10,La Esperanza,Lote-08,122.28,10.1,optimo,79.5
M-05297,2025-10-24,La Pradera,Lote-10,249.61,27.8,listo_para_cosecha,10.2
M-05298,2025-06-11,El Progreso,Lote-21,252.15,18.9,optimo,22.8
M-05299,2025-01-26,El Roble,Lote-22,177.81,29.2,plaga_observada,36.7
M-05300,2025-08-08,Los Guaduales,Lote-20,206.29,23.9,seco,94.7
